        FltTime          Press           Temp         RelHum         WSpeed          WDirn       UTC_Date       UTC_Time         Long/E          Lat/N        GPM_MSL
              s            hPa             °C              %            m/s              °                      hr:min:s                                            m
---------------------------------------------------------------------------------------------------------------------------------------------------------------------
            0.0        1019.74          +3.10          67.10            0.0              0       2/3/2022    12:56:49 AM   073°06.616'W    46°01.806'N           14.0
            1.0        1019.74          +2.91          73.15            1.1            144       2/3/2022    12:56:50 AM   073°06.617'W    46°01.806'N           14.0
            2.0        1019.74          +2.71          77.72            1.4            150       2/3/2022    12:56:51 AM   073°06.617'W    46°01.806'N           14.0
            3.0        1019.74          +2.52          79.35            1.4            155       2/3/2022    12:56:52 AM   073°06.618'W    46°01.806'N           14.0
            4.0        1019.73          +2.32          80.98            1.2            162       2/3/2022    12:56:53 AM   073°06.618'W    46°01.806'N           14.0
            5.0        1019.73          +2.13          82.62            0.9            165       2/3/2022    12:56:54 AM   073°06.618'W    46°01.806'N           14.0
            6.0        1019.73          +1.93          83.25            0.7            168       2/3/2022    12:56:55 AM   073°06.619'W    46°01.806'N           14.1
            7.0        1019.73          +1.74          82.68            0.8            180       2/3/2022    12:56:56 AM   073°06.619'W    46°01.808'N           14.1
            8.0        1019.73          +1.82          80.58            1.0            191       2/3/2022    12:56:57 AM   073°06.620'W    46°01.809'N           14.1
            9.0        1019.72          +1.84          76.86            1.1            189       2/3/2022    12:56:58 AM   073°06.621'W    46°01.810'N           14.2
           10.0        1019.65          +1.77          76.54            1.0            182       2/3/2022    12:56:59 AM   073°06.622'W    46°01.811'N           14.7
           11.0        1019.51          +1.67          76.48            0.8            185       2/3/2022    12:57:00 AM   073°06.622'W    46°01.812'N           15.8
           12.0        1019.29          +1.59          77.42            0.8            198       2/3/2022    12:57:01 AM   073°06.623'W    46°01.812'N           17.5
           13.0        1019.02          +1.56          78.34            1.0            203       2/3/2022    12:57:02 AM   073°06.623'W    46°01.812'N           19.7
           14.0        1018.69          +1.47          79.24            1.2            200       2/3/2022    12:57:03 AM   073°06.624'W    46°01.812'N           22.3
           15.0        1018.70          +1.41          79.58            1.2            192       2/3/2022    12:57:04 AM   073°06.624'W    46°01.812'N           22.2
           16.0        1018.31          +1.36          80.46            1.2            187       2/3/2022    12:57:05 AM   073°06.624'W    46°01.812'N           25.3
           17.0        1017.91          +1.30          80.53            1.1            189       2/3/2022    12:57:06 AM   073°06.624'W    46°01.813'N           28.4
           18.0        1017.52          +1.29          79.15            1.1            199       2/3/2022    12:57:07 AM   073°06.624'W    46°01.812'N           31.6
           19.0        1017.17          +1.44          75.31            1.2            208       2/3/2022    12:57:08 AM   073°06.623'W    46°01.812'N           34.3
           20.0        1016.79          +1.83          70.65            1.4            209       2/3/2022    12:57:09 AM   073°06.625'W    46°01.813'N           37.3
           21.0        1016.38          +2.27          67.24            1.7            206       2/3/2022    12:57:10 AM   073°06.627'W    46°01.816'N           40.6
