       UTC_Date       UTC_Time        FltTime          Lat/N         Long/E         Ascent        Alt_MSL          Press        GPM_AGL        GPM_MSL           Temp             DP         RelHum         WSpeed          WDirn
                      hr:min:s              s                                        m/min              m            hPa              m              m             C             C              %            m/s              deg
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     2022-02-22    10:00:33 PM            0.0   46°20'57.5"N  072°34'52.9"W              0           59.0        1013.29            0.0           59.0          -7.90           -9.9          85.30            7.0             50
     2022-02-22    10:00:34 PM            1.0   46°20'57.4"N  072°34'53.2"W            459           81.4        1010.37           22.4           81.4          -8.85          -17.9          47.72           11.3             51
     2022-02-22    10:00:35 PM            2.0   46°20'57.4"N  072°34'53.6"W            453           91.3        1009.08           32.3           91.3          -8.93          -22.2          33.30           11.4             52
     2022-02-22    10:00:36 PM            3.0   46°20'57.2"N  072°34'53.9"W            441           99.0        1008.07           40.0           99.0          -9.01          -12.5          75.75           11.5             53
     2022-02-22    10:00:37 PM            4.0   46°20'57.0"N  072°34'54.0"W            431          105.8        1007.18           46.8          105.8          -9.08          -12.5          75.90           11.8             54
     2022-02-22    10:00:38 PM            5.0   46°20'56.7"N  072°34'54.1"W            422          112.0        1006.38           53.0          112.0          -9.14          -12.6          76.05           12.0             53
     2022-02-22    10:00:39 PM            6.0   46°20'56.5"N  072°34'54.6"W            414          117.6        1005.66           58.6          117.6          -9.16          -12.5          76.44           12.0             53
     2022-02-22    10:00:40 PM            7.0   46°20'56.2"N  072°34'55.2"W            407          122.9        1004.96           63.9          122.9          -9.24          -12.5          77.01           12.0             53
     2022-02-22    10:00:41 PM            8.0   46°20'56.0"N  072°34'55.6"W            401          128.1        1004.28           69.2          128.2          -9.32          -12.5          77.33           12.0             54
     2022-02-22    10:00:42 PM            9.0   46°20'55.9"N  072°34'55.8"W            395          133.3        1003.61           74.3          133.3          -9.37          -12.5          77.65           12.1             55
     2022-02-22    10:00:43 PM           10.0   46°20'55.8"N  072°34'56.2"W            390          138.3        1002.96           79.3          138.3          -9.48          -12.7          77.34           12.3             55
     2022-02-22    10:00:44 PM           11.0   46°20'55.6"N  072°34'56.8"W            337          143.2        1002.32           84.2          143.2          -9.55          -12.7          77.57           12.5             55
     2022-02-22    10:00:45 PM           12.0   46°20'55.2"N  072°34'57.4"W            322          149.6        1001.50           90.6          149.6          -9.59          -12.7          77.79           12.7             54
     2022-02-22    10:00:46 PM           13.0   46°20'54.8"N  072°34'57.9"W            313          154.6        1000.85           95.6          154.6          -9.56          -12.7          77.96           12.8             54
     2022-02-22    10:00:47 PM           14.0   46°20'54.6"N  072°34'58.2"W            307          159.6        1000.20          100.6          159.6          -9.53          -12.6          78.28           12.8             54
     2022-02-22    10:00:48 PM           15.0   46°20'54.4"N  072°34'58.4"W            304          164.6         999.56          105.6          164.6          -9.65          -12.7          78.41           12.7             55
     2022-02-22    10:00:49 PM           16.0   46°20'54.1"N  072°34'58.7"W            302          169.5         998.91          110.5          169.5          -9.76          -12.7          78.76           12.7             55
     2022-02-22    10:00:50 PM           17.0   46°20'53.8"N  072°34'59.2"W            301          174.4         998.28          115.4          174.4          -9.82          -12.7          79.45           12.7             54
     2022-02-22    10:00:51 PM           18.0   46°20'53.5"N  072°34'59.8"W            300          179.3         997.65          120.3          179.3          -9.88          -12.7          79.57           12.9             54
     2022-02-22    10:00:52 PM           19.0   46°20'53.1"N  072°35'00.3"W            299          184.2         997.02          125.2          184.2          -9.93          -12.8          79.48           13.1             54
     2022-02-22    10:00:53 PM           20.0   46°20'52.8"N  072°35'00.9"W            299          189.0         996.39          130.0          189.0          -9.97          -12.8          79.43           13.1             55
     2022-02-22    10:00:54 PM           21.0   46°20'52.7"N  072°35'01.6"W            299          193.8         995.78          134.8          193.8         -10.03          -12.8          79.91           13.3             55
     2022-02-22    10:00:55 PM           22.0   46°20'52.5"N  072°35'02.2"W            295          198.5         995.17          139.5          198.5         -10.08          -12.9          79.84           13.4             55
     2022-02-22    10:00:56 PM           23.0   46°20'52.3"N  072°35'02.9"W            295          203.3         994.54          144.3          203.3         -10.09          -12.8          80.29           13.5             55
     2022-02-22    10:00:57 PM           24.0   46°20'52.1"N  072°35'03.6"W            295          208.2         993.91          149.2          208.2         -10.13          -12.9          80.23           13.8             55
     2022-02-22    10:00:58 PM           25.0   46°20'51.7"N  072°35'04.2"W            295          213.2         993.28          154.2          213.2         -10.17          -12.9          80.23           14.1             56
     2022-02-22    10:00:59 PM           26.0   46°20'51.4"N  072°35'04.6"W            295          218.2         992.63          159.2          218.2         -10.23          -12.9          80.70           14.1             56
     2022-02-22    10:01:00 PM           27.0   46°20'51.1"N  072°35'05.0"W            296          223.1         991.99          164.1          223.1         -10.29          -13.0          80.70           14.1             55
     2022-02-22    10:01:01 PM           28.0   46°20'51.0"N  072°35'05.6"W            297          228.1         991.35          169.1          228.1         -10.33          -12.9          81.21           14.2             55
     2022-02-22    10:01:02 PM           29.0   46°20'50.9"N  072°35'06.4"W            297          233.1         990.71          174.1          233.1         -10.36          -12.9          81.32           14.4             55
     2022-02-22    10:01:03 PM           30.0   46°20'50.6"N  072°35'07.1"W            298          238.0         990.08          179.0          238.0         -10.35          -12.8          81.92           14.6             55
     2022-02-22    10:01:04 PM           31.0   46°20'50.2"N  072°35'07.8"W            299          242.9         989.44          183.9          242.9         -10.37          -12.9          81.83           14.7             56
     2022-02-22    10:01:05 PM           32.0   46°20'49.8"N  072°35'08.4"W            299          247.9         988.80          188.9          247.9         -10.42          -12.9          81.69           14.7             57
     2022-02-22    10:01:06 PM           33.0   46°20'49.5"N  072°35'08.9"W            300          252.8         988.17          193.8          252.8         -10.44          -13.0          81.50           14.9             57
     2022-02-22    10:01:07 PM           34.0   46°20'49.3"N  072°35'09.5"W            301          257.8         987.53          198.8          257.8         -10.48          -13.0          81.64           15.2             58
     2022-02-22    10:01:08 PM           35.0   46°20'49.2"N  072°35'10.0"W            302          262.9         986.88          203.9          262.9         -10.52          -12.9          82.37           15.5             58
     2022-02-22    10:01:09 PM           36.0   46°20'48.9"N  072°35'10.4"W            302          267.9         986.23          208.9          267.9         -10.54          -12.9          82.64           15.7             59
     2022-02-22    10:01:10 PM           37.0   46°20'48.6"N  072°35'10.9"W            303          273.1         985.58          214.1          273.1         -10.58          -13.0          82.21           15.7             60
     2022-02-22    10:01:11 PM           38.0   46°20'48.2"N  072°35'11.6"W            303          278.2         984.92          219.2          278.2         -10.61          -13.0          82.77           15.5             60
     2022-02-22    10:01:12 PM           39.0   46°20'47.9"N  072°35'12.3"W            304          283.2         984.27          224.2          283.2         -10.60          -12.9          82.90           15.5             61
     2022-02-22    10:01:13 PM           40.0   46°20'47.6"N  072°35'13.0"W            305          288.3         983.63          229.3          288.3         -10.64          -13.0          83.02           15.5             61
     2022-02-22    10:01:14 PM           41.0   46°20'47.5"N  072°35'13.6"W            305          293.3         982.98          234.3          293.3         -10.68          -12.9          83.35           15.5             61
     2022-02-22    10:01:15 PM           42.0   46°20'47.3"N  072°35'14.0"W            306          298.3         982.35          239.3          298.3         -10.75          -13.0          83.66           15.5             61
     2022-02-22    10:01:16 PM           43.0   46°20'47.1"N  072°35'14.6"W            307          303.4         981.70          244.4          303.4         -10.81          -13.0          84.08           15.6             62
     2022-02-22    10:01:17 PM           44.0   46°20'46.8"N  072°35'15.3"W            308          308.5         981.05          249.5          308.5         -10.84          -13.0          84.30           15.6             62
     2022-02-22    10:01:18 PM           45.0   46°20'46.5"N  072°35'16.0"W            310          313.7         980.38          254.7          313.7         -10.90          -13.0          84.41           15.5             62
     2022-02-22    10:01:19 PM           46.0   46°20'46.1"N  072°35'16.5"W            311          318.9         979.72          259.9          318.9         -10.94          -13.0          84.52           15.6             63
     2022-02-22    10:01:20 PM           47.0   46°20'45.8"N  072°35'17.0"W            312          324.0         979.06          265.0          324.0         -11.00          -13.1          84.56           15.8             64
     2022-02-22    10:01:21 PM           48.0   46°20'45.6"N  072°35'17.5"W            313          329.2         978.41          270.2          329.2         -11.05          -13.0          85.17           15.8             64
     2022-02-22    10:01:22 PM           49.0   46°20'45.3"N  072°35'18.0"W            315          334.3         977.75          275.4          334.4         -11.09          -13.1          85.37           15.8             64
     2022-02-22    10:01:23 PM           50.0   46°20'45.0"N  072°35'18.8"W            316          339.5         977.09          280.6          339.6         -11.14          -13.1          85.73           15.8             64
     2022-02-22    10:01:24 PM           51.0   46°20'44.9"N  072°35'19.6"W            318          344.8         976.42          285.8          344.8         -11.20          -13.1          86.09           15.7             65
     2022-02-22    10:01:25 PM           52.0   46°20'44.6"N  072°35'20.5"W            320          350.0         975.75          291.0          350.0         -11.25          -13.0          86.62           15.6             66
