/Row/@Altitude,/Row/@DataSrvTime,/Row/@Dropping,/Row/@East,/Row/@Height,/Row/@Humidity,/Row/@Latitude,/Row/@Longitude,/Row/@North,/Row/@Pressure,/Row/@PtuStatus,/Row/@RadioRxTimePk,/Row/@SoundingIdPk,/Row/@Temperature,/Row/@Up,/Row/@WindDir,/Row/@WindEast,/Row/@WindInterpolated,/Row/@WindNorth,/Row/@WindSpeed
6.776471755,2/18/22 1:02,0,0,36.99837061,90,45.08525,-73.27194,0,1002.24481,0,1660.214,35526315-571d-4183-9e87-8f2914dd7a50,279.65,0,300,3.464101615,FALSE,-2,4
18.08011246,2/18/22 1:03,0,10.49804568,48.15511823,91.6425858,45.08514131,-73.2663382,-8.345788002,1000.49719,0,1661.214,35526315-571d-4183-9e87-8f2914dd7a50,280.1001,11.30361986,295.0387237,2.154233754,FALSE,-1.006308794,2.377683842
24.78637934,2/18/22 1:03,0,16.55029678,55.0675211,92.0251,45.08510831,-73.26421761,-10.6177063,1000.02631,0,1662.214,35526315-571d-4183-9e87-8f2914dd7a50,279.941254,18.00987291,290.0629249,1.74997817,FALSE,-0.639117345,1.863033702
30.16968337,2/18/22 1:03,0,19.19133681,60.41933525,92.6691742,45.08510358,-73.26351646,-10.68767738,999.4337,0,1663.214,35526315-571d-4183-9e87-8f2914dd7a50,279.725739,23.39317465,286.9376947,1.711764425,FALSE,-0.52130416,1.789384105
34.81205368,2/18/22 1:03,0,18.85438824,65.08308673,92.88417,45.08510062,-73.26351717,-11.01326376,998.8823,0,1664.214,35526315-571d-4183-9e87-8f2914dd7a50,279.729431,28.03554606,285.6925032,1.853076279,FALSE,-0.520614639,1.924819809
39.4182328,2/18/22 1:03,0,17.43739653,69.65994731,92.6578,45.08508878,-73.26369495,-12.43823731,998.307068,0,1665.214,35526315-571d-4183-9e87-8f2914dd7a50,279.674225,32.64172608,284.931922,2.042203918,FALSE,-0.544606984,2.113573658
44.1537205,2/18/22 1:03,0,16.59153479,74.34362718,92.68097,45.08506678,-73.26382637,-14.96552336,997.683533,0,1666.214,35526315-571d-4183-9e87-8f2914dd7a50,279.580566,37.3772099,284.0412554,2.225356946,FALSE,-0.556546069,2.293895609
48.89995517,2/18/22 1:03,0,17.29059267,79.09004568,93.1255341,45.08503753,-73.26386266,-18.24782549,997.1188,0,1667.214,35526315-571d-4183-9e87-8f2914dd7a50,279.4759,42.12343314,282.9547024,2.392013275,FALSE,-0.550248236,2.454485817
53.62402225,2/18/22 1:03,0,20.37723009,83.87207925,93.605896,45.08500343,-73.26382346,-22.03725058,996.5726,0,1668.214,35526315-571d-4183-9e87-8f2914dd7a50,279.532227,46.84747726,281.7808969,2.54895666,FALSE,-0.53161791,2.603804458
58.50181162,2/18/22 1:03,0,25.55758548,88.68102832,93.70714,45.08497394,-73.26375766,-25.31461382,995.956848,0,1669.214,35526315-571d-4183-9e87-8f2914dd7a50,279.493774,51.72523445,280.6422398,2.706869182,FALSE,-0.508642543,2.754243636
