Station ID   Parameter                Flag   BeginDate    BeginTime   EndDate      EndTime  DQRID
C1           up_long_hemisp           D      09/27/2004   1429        01/07/2005   1623     D050106.4
C1           down_long_hemisp_shaded  D      09/27/2004   1429        01/07/2005   1623     D050106.4
E6           down_long_hemisp_shaded  D      01/13/2005   1200        02/10/2005   1700     D050205.2
E6           down_short_hemisp        D      01/13/2005   1200        02/10/2005   1700     D050205.2
C1           down_short_hemisp        D      12/01/2004   0000        01/01/2005   0000     D050206.2
C1           down_long_hemisp_shaded  D      12/01/2004   0000        01/01/2005   0000     D050206.2
C1           up_long_hemisp           D      12/01/2004   0000        01/01/2005   0000     D050206.2
C1           up_short_hemisp          D      12/01/2004   0000        01/01/2005   0000     D050206.2
E7           down_short_hemisp        D      03/03/2005   2200        04/05/2005   1950     D050307.3
E7           down_long_hemisp_shaded  B      04/05/2005   1950        04/19/2005   2100     D050606.1
E4           down_short_hemisp        D      07/16/2005   1412        07/27/2005   1600     D050726.1
E8           down_short_hemisp        D      07/27/2005   1930        08/09/2005   1940     D050801.1
E1           up_short_hemisp          D      02/21/2006   2008        03/07/2006   1950     D060309.1
E8           up_short_hemisp          D      05/22/2006   1300        05/30/2006   2020     D060523.1
E3           down_long_hemisp_shaded  B      06/14/2006   1612        07/12/2006   1830     D060703.1
E3           up_long_hemisp           B      06/14/2006   1612        07/12/2006   1830     D060703.1
E3           down_short_hemisp        B      06/14/2006   1612        07/12/2006   1830     D060703.1
E3           up_short_hemisp          B      06/14/2006   1612        07/12/2006   1830     D060703.1
C1           up_short_hemisp          D      11/13/2006   0900        01/23/2007   1930     D061121.2
E5           down_short_hemisp        D      01/23/2007   1500        01/30/2007   0000     D070205.2
C1           up_short_hemisp          D      07/03/2006   1509        03/06/2007   1610     D070306.1
E3           down_short_hemisp        D      10/23/2006   0000        04/18/2007   1820     D070411.1
E5           down_short_hemisp        D      05/29/2007   2006        05/31/2007   1752     D070530.1
E5           up_short_hemisp          D      05/29/2007   2006        05/31/2007   1752     D070530.1
E7           down_short_hemisp        B      08/12/2007   1906        09/04/2007   1940     D070814.1
C1           up_long_hemisp           D      10/03/2007   1400        01/16/2008   2359     D071022.4
C1           up_long_hemisp           B      01/17/2007   0000        04/22/2008   2052     D071022.4
C1           up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
C1           up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
C1           down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
C1           down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E1           up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E1           up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E1           down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E1           down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E10          up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E10          up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E10          down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E10          down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E11          up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E11          up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E11          down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E11          down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E12          up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E12          up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E12          down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E12          down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E13          up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E13          up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E13          down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E13          down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E15          up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E15          up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E15          down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E15          down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E16          up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E16          up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E16          down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E16          down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E18          up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E18          up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E18          down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E18          down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E19          up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E19          up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E19          down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E19          down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E2           up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E2           up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E2           down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E2           down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E20          up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E20          up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E20          down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E20          down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E21          up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E21          up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E21          down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E21          down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E22          up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E22          up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E22          down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E22          down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E24          up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E24          up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E24          down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E24          down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E25          up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E25          up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E25          down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E25          down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E27          up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E27          up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E27          down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E27          down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E3           up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E3           up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E3           down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E3           down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E4           up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E4           up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E4           down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E4           down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E5           up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E5           up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E5           down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E5           down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E6           up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E6           up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E6           down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E6           down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E7           up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E7           up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E7           down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E7           down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E8           up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E8           up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E8           down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E8           down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E9           up_long_hemisp           D      12/10/2007   0000        12/25/2007   2359     D080128.1
E9           up_short_hemisp          D      12/10/2007   0000        12/25/2007   2359     D080128.1
E9           down_long_hemisp_shaded  D      12/10/2007   0000        12/25/2007   2359     D080128.1
E9           down_short_hemisp        D      12/10/2007   0000        12/25/2007   2359     D080128.1
E18          down_short_hemisp        D      02/03/2005   1200        02/15/2005   2250     D050205.4
E24          down_short_hemisp        D      04/07/2005   0000        04/14/2005   1610     D050412.3
E12          down_short_hemisp        B      04/26/2005   1726        05/03/2005   1840     D050429.1
