        FltTime          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL         Long/E          Lat/N
         2599.0         145.25         -57.72          28.24           37.6            247        13592.5   072°05.601'W    45°58.829'N
         2600.0         145.14         -57.67          28.09           37.7            247        13597.7   072°05.573'W    45°58.837'N
         2601.0         145.03         -57.65          28.37           37.7            247        13602.5   072°05.547'W    45°58.846'N
         2602.0         144.92         -57.65          28.51           37.7            247        13607.1   072°05.521'W    45°58.855'N
         2603.0         144.82         -57.65          28.39           37.8            247        13611.6   072°05.494'W    45°58.863'N
         2604.0         144.71         -57.65          29.33           37.8            248        13616.2   072°05.467'W    45°58.871'N
         2605.0         144.60         -57.66          28.42           37.8            248        13620.8   072°05.440'W    45°58.878'N
         2606.0         144.50         -57.66          29.36           37.8            248        13625.4   072°05.413'W    45°58.886'N
         2607.0         144.39         -57.65          30.06           37.9            248        13630.4   072°05.385'W    45°58.892'N
         2608.0         144.27         -57.61          28.34           37.9            248        13635.3   072°05.356'W    45°58.899'N
         2609.0         144.16         -57.58          28.23           37.9            248        13640.3   072°05.329'W    45°58.906'N
         2610.0         144.05         -57.55          28.36           37.9            248        13645.1   072°05.301'W    45°58.913'N
         2611.0         143.94         -57.53          28.24           37.9            248        13650.1   072°05.274'W    45°58.920'N
         2612.0         143.83         -57.50          28.13           38.0            248        13654.6   072°05.247'W    45°58.927'N
         2613.0         143.72         -57.43          28.01           38.0            249        13659.4   072°05.220'W    45°58.934'N
         2614.0         143.61         -57.38          28.13           38.0            249        13664.2   072°05.192'W    45°58.942'N
         2615.0         143.51         -57.36          28.02           38.0            249        13668.8   072°05.164'W    45°58.949'N
         2616.0         143.41         -57.35          27.91           38.1            249        13673.4   072°05.136'W    45°58.955'N
         2617.0         143.30         -57.34          28.84           38.1            249        13677.9   072°05.108'W    45°58.962'N
         2618.0         143.20         -57.34          28.15           38.2            249        13682.3   072°05.080'W    45°58.970'N
         2619.0         143.10         -57.34          27.25           38.2            249        13686.9   072°05.052'W    45°58.977'N
         2620.0         142.99         -57.36          28.18           38.2            249        13691.5   072°05.024'W    45°58.985'N
         2621.0         142.89         -57.37          28.04           38.3            249        13696.3   072°04.995'W    45°58.991'N
         2622.0         142.77         -57.38          27.13           38.3            249        13701.2   072°04.968'W    45°58.997'N
         2623.0         142.66         -57.40          26.98           38.3            249        13706.4   072°04.941'W    45°59.005'N
         2624.0         142.54         -57.42          27.90           38.3            249        13711.6   072°04.914'W    45°59.012'N
         2625.0         142.42         -57.44          27.76           38.3            249        13717.0   072°04.888'W    45°59.019'N
         2626.0         142.31         -57.47          27.62           38.4            249        13722.0   072°04.860'W    45°59.027'N
         2627.0         142.19         -57.49          27.76           38.5            249        13726.9   072°04.832'W    45°59.035'N
         2628.0         142.09         -57.52          27.63           38.5            249        13731.7   072°04.804'W    45°59.044'N
         2629.0         141.98         -57.56          27.49           38.6            249        13736.3   072°04.776'W    45°59.052'N
         2630.0         141.88         -57.60          26.56           38.6            249        13741.1   072°04.747'W    45°59.059'N
         2631.0         141.77         -57.65          27.48           38.7            249        13745.9   072°04.719'W    45°59.066'N
         2632.0         141.66         -57.69          26.56           38.7            249        13750.8   072°04.692'W    45°59.073'N
         2633.0         141.55         -57.73          27.46           38.7            249        13755.6   072°04.664'W    45°59.080'N
         2634.0         141.44         -57.77          27.33           38.7            249        13760.6   072°04.637'W    45°59.087'N
         2635.0         141.33         -57.82          26.41           38.8            249        13765.4   072°04.611'W    45°59.095'N
         2636.0         141.22         -57.86          26.26           38.9            249        13770.2   072°04.583'W    45°59.103'N
         2637.0         141.12         -57.91          26.11           39.0            249        13774.9   072°04.556'W    45°59.112'N
         2638.0         141.01         -57.97          27.01           39.0            249        13779.7   072°04.527'W    45°59.121'N
         2639.0         140.90         -58.01          26.87           39.1            249        13784.5   072°04.499'W    45°59.129'N
         2640.0         140.80         -58.05          26.73           39.1            249        13789.1   072°04.470'W    45°59.136'N
         2641.0         140.69         -58.09          26.85           39.1            249        13794.0   072°04.441'W    45°59.143'N
         2642.0         140.58         -58.13          26.71           39.2            248        13798.8   072°04.413'W    45°59.150'N
         2643.0         140.47         -58.18          26.57           39.2            248        13803.8   072°04.386'W    45°59.157'N
         2644.0         140.36         -58.22          26.70           39.3            248        13808.8   072°04.358'W    45°59.164'N
         2645.0         140.24         -58.27          26.56           39.4            248        13814.0   072°04.331'W    45°59.171'N
         2646.0         140.13         -58.32          26.42           39.4            248        13818.9   072°04.302'W    45°59.180'N
         2647.0         140.02         -58.36          26.28           39.5            248        13823.9   072°04.272'W    45°59.189'N
         2648.0         139.91         -58.40          27.18           39.5            249        13828.9   072°04.243'W    45°59.198'N
         2649.0         139.80         -58.44          26.27           39.6            249        13833.9   072°04.214'W    45°59.206'N
         2650.0         139.69         -58.47          26.13           39.7            249        13838.9   072°04.185'W    45°59.214'N
         2651.0         139.58         -58.50          27.04           39.7            249        13843.8   072°04.157'W    45°59.222'N
         2652.0         139.46         -58.54          26.12           39.8            249        13849.0   072°04.130'W    45°59.229'N
         2653.0         139.35         -58.57          25.98           39.9            249        13854.0   072°04.102'W    45°59.237'N
         2654.0         139.25         -58.60          26.90           40.0            249        13858.8   072°04.074'W    45°59.244'N
         2655.0         139.14         -58.65          26.76           40.1            249        13863.5   072°04.044'W    45°59.253'N
         2656.0         139.04         -58.68          24.79           40.2            249        13868.3   072°04.014'W    45°59.261'N
         2657.0         138.93         -58.70          26.77           40.2            249        13872.9   072°03.984'W    45°59.268'N
         2658.0         138.83         -58.72          26.64           40.3            249        13877.5   072°03.954'W    45°59.276'N
         2659.0         138.73         -58.74          27.58           40.3            249        13882.3   072°03.924'W    45°59.284'N
         2660.0         138.62         -58.72          26.68           40.4            249        13887.2   072°03.895'W    45°59.292'N
         2661.0         138.51         -58.68          27.32           40.5            249        13892.2   072°03.867'W    45°59.300'N
         2662.0         138.40         -58.63          26.42           40.5            249        13897.2   072°03.838'W    45°59.308'N
         2663.0         138.28         -58.60          27.37           40.6            249        13902.4   072°03.809'W    45°59.316'N
         2664.0         138.17         -58.57          27.25           40.7            249        13907.6   072°03.781'W    45°59.324'N
         2665.0         138.06         -58.55          26.35           40.8            249        13912.5   072°03.753'W    45°59.332'N
         2666.0         137.95         -58.56          26.21           40.9            249        13917.7   072°03.724'W    45°59.340'N
         2667.0         137.83         -58.56          27.17           40.9            249        13922.9   072°03.695'W    45°59.348'N
         2668.0         137.72         -58.57          27.05           41.0            249        13928.3   072°03.665'W    45°59.356'N
         2669.0         137.60         -58.58          28.02           41.0            249        13933.6   072°03.635'W    45°59.365'N
         2670.0         137.48         -58.60          27.90           41.1            250        13939.0   072°03.604'W    45°59.372'N
         2671.0         137.37         -58.62          27.01           41.2            250        13944.2   072°03.574'W    45°59.380'N
         2672.0         137.25         -58.63          27.99           41.3            250        13949.6   072°03.544'W    45°59.388'N
         2673.0         137.14         -58.66          27.88           41.4            250        13954.5   072°03.514'W    45°59.396'N
         2674.0         137.03         -58.67          27.76           41.5            250        13959.7   072°03.485'W    45°59.403'N
         2675.0         136.91         -58.68          26.86           41.5            250        13964.9   072°03.455'W    45°59.411'N
         2676.0         136.80         -58.69          26.73           41.6            250        13970.1   072°03.425'W    45°59.419'N
         2677.0         136.69         -58.70          27.73           41.6            250        13975.1   072°03.394'W    45°59.427'N
         2678.0         136.58         -58.69          26.83           41.6            250        13980.2   072°03.363'W    45°59.435'N
         2679.0         136.47         -58.67          26.70           41.6            250        13985.4   072°03.333'W    45°59.443'N
         2680.0         136.35         -58.64          27.70           41.7            250        13990.6   072°03.302'W    45°59.451'N
         2681.0         136.24         -58.58          26.80           41.7            251        13995.8   072°03.272'W    45°59.458'N
         2682.0         136.13         -58.54          27.80           41.8            251        14000.9   072°03.242'W    45°59.465'N
         2683.0         136.02         -58.50          27.68           42.0            251        14006.1   072°03.212'W    45°59.472'N
         2684.0         135.91         -58.45          27.57           42.1            251        14011.1   072°03.181'W    45°59.480'N
         2685.0         135.80         -58.41          27.80           42.3            251        14016.1   072°03.150'W    45°59.487'N
         2686.0         135.70         -58.38          27.68           42.4            251        14021.1   072°03.118'W    45°59.494'N
         2687.0         135.59         -58.37          27.57           42.5            251        14026.0   072°03.086'W    45°59.501'N
         2688.0         135.48         -58.37          27.45           42.5            251        14030.8   072°03.054'W    45°59.509'N
         2689.0         135.38         -58.38          27.33           42.5            252        14035.6   072°03.023'W    45°59.517'N
         2690.0         135.28         -58.39          27.21           42.5            252        14040.4   072°02.991'W    45°59.524'N
         2691.0         135.18         -58.40          28.22           42.5            252        14045.1   072°02.960'W    45°59.530'N
         2692.0         135.07         -58.41          28.11           42.5            252        14049.9   072°02.930'W    45°59.538'N
         2693.0         134.97         -58.42          27.22           42.5            252        14054.9   072°02.899'W    45°59.546'N
         2694.0         134.86         -58.42          28.23           42.6            252        14059.7   072°02.867'W    45°59.553'N
         2695.0         134.76         -58.44          27.34           42.7            253        14064.5   072°02.835'W    45°59.560'N
         2696.0         134.66         -58.45          27.23           42.8            253        14069.2   072°02.804'W    45°59.567'N
         2697.0         134.56         -58.47          27.11           42.9            253        14074.0   072°02.773'W    45°59.574'N
         2698.0         134.45         -58.50          26.99           43.0            253        14078.8   072°02.742'W    45°59.581'N
         2699.0         134.35         -58.54          28.00           43.1            253        14083.8   072°02.711'W    45°59.588'N
         2700.0         134.25         -58.58          27.11           43.2            253        14088.6   072°02.680'W    45°59.594'N
         2701.0         134.15         -58.62          27.00           43.3            253        14093.1   072°02.647'W    45°59.601'N
         2702.0         134.05         -58.66          28.01           43.3            254        14097.7   072°02.615'W    45°59.608'N
         2703.0         133.95         -58.68          27.90           43.3            254        14102.3   072°02.582'W    45°59.615'N
         2704.0         133.85         -58.68          27.02           43.4            254        14106.9   072°02.548'W    45°59.622'N
         2705.0         133.76         -58.66          26.90           43.4            254        14111.4   072°02.514'W    45°59.628'N
         2706.0         133.66         -58.62          27.90           43.3            254        14116.2   072°02.481'W    45°59.635'N
         2707.0         133.55         -58.59          27.79           43.3            254        14121.0   072°02.448'W    45°59.641'N
         2708.0         133.46         -58.57          26.92           43.2            255        14125.6   072°02.416'W    45°59.648'N
         2709.0         133.36         -58.54          26.81           43.2            255        14130.0   072°02.384'W    45°59.654'N
         2710.0         133.26         -58.53          27.80           43.1            255        14134.7   072°02.353'W    45°59.660'N
         2711.0         133.16         -58.52          26.58           43.1            255        14139.3   072°02.322'W    45°59.666'N
         2712.0         133.07         -58.52          27.57           43.1            255        14143.9   072°02.291'W    45°59.672'N
         2713.0         132.97         -58.53          26.71           43.1            256        14148.5   072°02.260'W    45°59.677'N
         2714.0         132.87         -58.54          26.59           43.1            256        14153.3   072°02.227'W    45°59.682'N
         2715.0         132.78         -58.55          26.58           43.2            256        14157.6   072°02.193'W    45°59.688'N
         2716.0         132.68         -58.55          27.30           43.2            256        14162.2   072°02.159'W    45°59.695'N
         2717.0         132.59         -58.54          27.21           43.2            256        14166.6   072°02.124'W    45°59.701'N
         2718.0         132.49         -58.54          27.12           43.2            256        14171.2   072°02.089'W    45°59.707'N
         2719.0         132.39         -58.54          26.21           43.2            256        14175.8   072°02.054'W    45°59.713'N
         2720.0         132.29         -58.54          26.12           43.2            256        14180.5   072°02.020'W    45°59.719'N
         2721.0         132.20         -58.55          27.10           43.2            257        14185.1   072°01.988'W    45°59.725'N
         2722.0         132.10         -58.56          27.02           43.2            257        14189.9   072°01.956'W    45°59.730'N
         2723.0         132.00         -58.57          26.11           43.1            257        14194.7   072°01.924'W    45°59.735'N
         2724.0         131.90         -58.58          26.02           43.0            257        14199.5   072°01.891'W    45°59.740'N
         2725.0         131.80         -58.58          27.01           42.9            257        14204.0   072°01.859'W    45°59.745'N
         2726.0         131.70         -58.57          26.10           42.9            258        14208.6   072°01.827'W    45°59.750'N
         2727.0         131.61         -58.55          26.83           42.8            258        14213.2   072°01.796'W    45°59.754'N
         2728.0         131.52         -58.52          27.83           42.8            258        14217.6   072°01.764'W    45°59.758'N
         2729.0         131.42         -58.49          27.75           42.7            258        14222.0   072°01.733'W    45°59.763'N
         2730.0         131.33         -58.44          26.85           42.7            258        14226.3   072°01.702'W    45°59.767'N
         2731.0         131.24         -58.39          27.02           42.8            258        14230.9   072°01.670'W    45°59.771'N
         2732.0         131.14         -58.34          26.94           42.8            258        14235.5   072°01.638'W    45°59.775'N
         2733.0         131.05         -58.28          26.85           42.7            258        14240.1   072°01.605'W    45°59.779'N
         2734.0         130.95         -58.22          26.77           42.7            258        14244.7   072°01.573'W    45°59.783'N
         2735.0         130.86         -58.18          26.94           42.7            258        14249.2   072°01.540'W    45°59.788'N
         2736.0         130.76         -58.17          27.68           42.6            259        14253.8   072°01.507'W    45°59.792'N
         2737.0         130.67         -58.17          26.77           42.5            259        14258.0   072°01.474'W    45°59.797'N
         2738.0         130.58         -58.16          26.69           42.4            259        14262.4   072°01.442'W    45°59.802'N
         2739.0         130.49         -58.14          26.60           42.2            259        14266.8   072°01.411'W    45°59.807'N
         2740.0         130.40         -58.10          25.69           42.2            259        14271.1   072°01.379'W    45°59.813'N
         2741.0         130.31         -58.07          25.60           42.1            259        14275.5   072°01.347'W    45°59.817'N
         2742.0         130.22         -58.04          25.51           42.0            259        14279.9   072°01.315'W    45°59.821'N
         2743.0         130.13         -58.02          26.49           42.0            259        14284.3   072°01.282'W    45°59.824'N
         2744.0         130.04         -57.99          26.41           41.9            260        14288.5   072°01.250'W    45°59.828'N
         2745.0         129.96         -57.96          26.59           41.9            260        14292.6   072°01.218'W    45°59.831'N
         2746.0         129.87         -57.93          26.50           41.9            260        14296.8   072°01.185'W    45°59.834'N
         2747.0         129.78         -57.90          26.41           41.8            260        14301.2   072°01.153'W    45°59.838'N
         2748.0         129.69         -57.89          26.33           41.8            260        14305.4   072°01.122'W    45°59.842'N
         2749.0         129.61         -57.89          26.24           41.8            260        14309.6   072°01.090'W    45°59.846'N
         2750.0         129.52         -57.91          26.42           41.8            260        14313.9   072°01.059'W    45°59.851'N
         2751.0         129.43         -57.93          27.15           41.8            260        14318.1   072°01.027'W    45°59.856'N
         2752.0         129.35         -57.96          27.08           41.8            260        14322.1   072°00.996'W    45°59.859'N
         2753.0         129.31         -57.99          27.00           41.7            260        14323.9   072°00.965'W    45°59.863'N
         2754.0         129.29         -58.02          27.18           41.7            260        14325.1   072°00.933'W    45°59.868'N
         2755.0         129.27         -58.05          26.28           41.6            260        14326.1   072°00.899'W    45°59.874'N
         2756.0         129.25         -58.07          26.20           41.4            261        14327.1   072°00.866'W    45°59.878'N
         2757.0         129.22         -58.09          26.11           41.3            261        14328.5   072°00.834'W    45°59.882'N
         2758.0         129.14         -58.10          26.28           41.3            261        14332.3   072°00.803'W    45°59.885'N
         2759.0         129.05         -58.10          26.19           41.3            261        14336.8   072°00.771'W    45°59.889'N
         2760.0         128.95         -58.08          26.11           41.2            261        14341.4   072°00.740'W    45°59.893'N
         2761.0         128.86         -58.05          26.02           41.1            261        14346.0   072°00.708'W    45°59.896'N
         2762.0         128.77         -58.02          25.94           41.0            261        14350.6   072°00.678'W    45°59.898'N
         2763.0         128.68         -57.99          26.91           40.9            261        14355.0   072°00.647'W    45°59.901'N
         2764.0         128.59         -57.96          26.84           40.7            261        14359.3   072°00.616'W    45°59.905'N
         2765.0         128.49         -57.94          25.95           40.6            261        14363.9   072°00.584'W    45°59.909'N
         2766.0         128.40         -57.93          25.86           40.4            261        14368.5   072°00.553'W    45°59.913'N
         2767.0         128.31         -57.92          25.78           40.3            261        14373.1   072°00.522'W    45°59.916'N
         2768.0         128.21         -57.92          26.74           40.3            261        14377.9   072°00.491'W    45°59.920'N
         2769.0         128.11         -57.91          25.85           40.3            261        14382.6   072°00.459'W    45°59.923'N
         2770.0         128.02         -57.90          25.77           40.2            261        14387.4   072°00.427'W    45°59.925'N
         2771.0         127.91         -57.89          25.69           40.1            262        14392.4   072°00.395'W    45°59.927'N
         2772.0         127.82         -57.86          26.65           39.9            262        14397.2   072°00.364'W    45°59.929'N
         2773.0         127.72         -57.85          25.76           39.8            262        14401.9   072°00.333'W    45°59.931'N
         2774.0         127.62         -57.85          25.67           39.6            262        14406.7   072°00.302'W    45°59.934'N
         2775.0         127.53         -57.85          26.63           39.4            262        14411.3   072°00.272'W    45°59.937'N
         2776.0         127.44         -57.86          25.51           39.2            262        14415.9   072°00.242'W    45°59.939'N
         2777.0         127.35         -57.86          25.43           39.0            262        14420.5   072°00.212'W    45°59.943'N
         2778.0         127.25         -57.87          24.53           38.9            262        14425.0   072°00.181'W    45°59.946'N
         2779.0         127.16         -57.88          25.49           38.7            262        14429.6   072°00.150'W    45°59.949'N
         2780.0         127.07         -57.88          26.46           38.6            262        14434.2   072°00.119'W    45°59.952'N
         2781.0         126.98         -57.88          25.59           38.4            262        14438.8   072°00.090'W    45°59.955'N
         2782.0         126.88         -57.88          25.50           38.3            261        14443.4   072°00.061'W    45°59.957'N
         2783.0         126.79         -57.87          25.42           38.2            261        14447.9   072°00.032'W    45°59.960'N
         2784.0         126.70         -57.85          26.39           38.0            261        14452.4   072°00.005'W    45°59.963'N
         2785.0         126.61         -57.83          25.25           37.8            261        14456.9   071°59.976'W    45°59.966'N
         2786.0         126.52         -57.81          26.22           37.7            261        14461.3   071°59.948'W    45°59.969'N
         2787.0         126.44         -57.80          26.14           37.6            262        14465.5   071°59.920'W    45°59.972'N
         2788.0         126.36         -57.79          26.07           37.5            262        14469.6   071°59.890'W    45°59.975'N
         2789.0         126.27         -57.78          26.06           37.3            262        14474.0   071°59.859'W    45°59.978'N
         2790.0         126.18         -57.77          25.95           37.1            261        14478.4   071°59.830'W    45°59.980'N
         2791.0         126.09         -57.78          25.10           36.9            261        14483.0   071°59.801'W    45°59.983'N
         2792.0         126.00         -57.79          25.74           36.8            261        14487.6   071°59.774'W    45°59.986'N
         2793.0         125.91         -57.80          26.01           36.7            261        14492.1   071°59.747'W    45°59.990'N
         2794.0         125.81         -57.81          25.90           36.5            261        14496.7   071°59.720'W    45°59.994'N
         2795.0         125.73         -57.80          25.05           36.4            261        14501.1   071°59.694'W    45°59.997'N
         2796.0         125.64         -57.81          24.93           36.4            261        14505.5   071°59.667'W    46°00.001'N
         2797.0         125.55         -57.80          25.06           36.2            261        14509.9   071°59.640'W    46°00.004'N
         2798.0         125.46         -57.80          24.97           36.1            261        14514.2   071°59.613'W    46°00.008'N
         2799.0         125.38         -57.80          25.93           35.9            261        14518.4   071°59.586'W    46°00.010'N
         2800.0         125.30         -57.79          24.81           35.8            261        14522.6   071°59.559'W    46°00.014'N
         2801.0         125.22         -57.77          23.93           35.8            261        14526.8   071°59.532'W    46°00.017'N
         2802.0         125.14         -57.74          23.84           35.8            261        14530.8   071°59.505'W    46°00.021'N
         2803.0         125.05         -57.69          24.79           35.7            261        14534.9   071°59.479'W    46°00.025'N
         2804.0         124.97         -57.63          24.94           35.7            261        14538.9   071°59.453'W    46°00.028'N
         2805.0         124.90         -57.58          24.86           35.7            261        14542.9   071°59.426'W    46°00.031'N
         2806.0         124.81         -57.54          24.78           35.7            261        14547.1   071°59.398'W    46°00.033'N
         2807.0         124.73         -57.51          25.74           35.6            261        14551.3   071°59.370'W    46°00.036'N
         2808.0         124.65         -57.49          25.66           35.5            261        14555.2   071°59.344'W    46°00.038'N
         2809.0         124.57         -57.48          24.77           35.4            261        14559.4   071°59.318'W    46°00.041'N
         2810.0         124.49         -57.45          24.69           35.4            261        14563.6   071°59.291'W    46°00.044'N
         2811.0         124.40         -57.44          24.61           35.4            261        14567.8   071°59.265'W    46°00.049'N
         2812.0         124.32         -57.43          23.71           35.4            261        14572.2   071°59.239'W    46°00.053'N
         2813.0         124.23         -57.41          24.44           35.4            261        14576.7   071°59.213'W    46°00.057'N
         2814.0         124.14         -57.38          24.57           35.5            262        14581.3   071°59.187'W    46°00.060'N
         2815.0         124.04         -57.38          24.49           35.5            262        14586.1   071°59.159'W    46°00.063'N
         2816.0         123.95         -57.38          24.41           35.5            262        14590.7   071°59.132'W    46°00.066'N
         2817.0         123.87         -57.40          24.32           35.5            262        14595.1   071°59.105'W    46°00.067'N
         2818.0         123.78         -57.41          24.46           35.5            262        14599.4   071°59.079'W    46°00.069'N
         2819.0         123.70         -57.41          24.38           35.5            262        14603.6   071°59.052'W    46°00.071'N
         2820.0         123.62         -57.42          24.29           35.6            262        14607.6   071°59.024'W    46°00.073'N
         2821.0         123.54         -57.43          23.39           35.7            262        14611.8   071°58.996'W    46°00.076'N
         2822.0         123.46         -57.45          24.34           35.7            262        14615.8   071°58.967'W    46°00.079'N
         2823.0         123.39         -57.46          24.26           35.8            263        14619.5   071°58.940'W    46°00.082'N
         2824.0         123.31         -57.49          24.17           35.8            263        14623.7   071°58.913'W    46°00.084'N
         2825.0         123.23         -57.52          24.09           35.9            263        14627.9   071°58.886'W    46°00.086'N
         2826.0         123.15         -57.55          23.19           35.9            263        14631.9   071°58.858'W    46°00.087'N
         2827.0         123.07         -57.58          24.13           35.9            263        14636.1   071°58.831'W    46°00.089'N
         2828.0         122.98         -57.62          24.05           36.0            263        14640.5   071°58.804'W    46°00.092'N
         2829.0         122.90         -57.65          23.97           36.1            264        14644.6   071°58.777'W    46°00.094'N
         2830.0         122.82         -57.68          24.91           36.2            264        14648.8   071°58.748'W    46°00.097'N
         2831.0         122.74         -57.70          24.83           36.3            264        14653.0   071°58.719'W    46°00.100'N
         2832.0         122.65         -57.73          23.96           36.4            264        14657.4   071°58.691'W    46°00.103'N
         2833.0         122.57         -57.76          23.87           36.5            264        14661.6   071°58.663'W    46°00.105'N
         2834.0         122.48         -57.78          23.00           36.5            264        14665.9   071°58.635'W    46°00.106'N
         2835.0         122.40         -57.81          22.91           36.6            265        14670.1   071°58.607'W    46°00.108'N
         2836.0         122.32         -57.82          22.52           36.6            265        14674.3   071°58.580'W    46°00.109'N
         2837.0         122.24         -57.84          23.49           36.6            265        14678.5   071°58.553'W    46°00.111'N
         2838.0         122.16         -57.86          23.37           36.6            265        14682.5   071°58.526'W    46°00.113'N
         2839.0         122.09         -57.89          24.36           36.6            265        14686.4   071°58.497'W    46°00.116'N
         2840.0         122.01         -57.92          23.15           36.5            265        14690.6   071°58.467'W    46°00.119'N
         2841.0         121.93         -57.94          24.14           36.5            265        14694.8   071°58.438'W    46°00.122'N
         2842.0         121.84         -57.95          24.03           36.5            265        14699.0   071°58.410'W    46°00.124'N
         2843.0         121.76         -57.96          24.28           36.5            265        14703.4   071°58.381'W    46°00.125'N
         2844.0         121.68         -57.97          24.18           36.5            265        14707.5   071°58.353'W    46°00.125'N
         2845.0         121.60         -57.98          24.07           36.4            265        14711.7   071°58.324'W    46°00.126'N
         2846.0         121.51         -57.99          23.22           36.4            265        14716.1   071°58.296'W    46°00.126'N
         2847.0         121.43         -57.98          23.10           36.3            265        14720.3   071°58.267'W    46°00.126'N
         2848.0         121.35         -57.97          22.99           36.3            265        14724.7   071°58.238'W    46°00.127'N
         2849.0         121.26         -57.95          23.98           36.2            266        14729.2   071°58.209'W    46°00.129'N
         2850.0         121.17         -57.92          23.88           36.1            266        14734.0   071°58.179'W    46°00.130'N
         2851.0         121.08         -57.87          23.27           36.0            266        14738.6   071°58.150'W    46°00.132'N
         2852.0         120.98         -57.79          23.19           35.9            266        14743.6   071°58.120'W    46°00.133'N
         2853.0         120.89         -57.71          24.14           35.8            266        14748.4   071°58.090'W    46°00.135'N
         2854.0         120.80         -57.65          24.06           35.8            266        14753.1   071°58.062'W    46°00.136'N
         2855.0         120.71         -57.61          23.18           35.7            266        14757.9   071°58.034'W    46°00.137'N
         2856.0         120.61         -57.57          23.10           35.7            266        14763.1   071°58.006'W    46°00.139'N
         2857.0         120.52         -57.53          23.02           35.6            266        14767.9   071°57.979'W    46°00.140'N
         2858.0         120.43         -57.49          23.97           35.5            266        14772.6   071°57.952'W    46°00.141'N
         2859.0         120.34         -57.45          23.89           35.4            266        14777.4   071°57.925'W    46°00.143'N
         2860.0         120.25         -57.41          23.01           35.3            266        14782.0   071°57.899'W    46°00.144'N
         2861.0         120.17         -57.38          23.97           35.1            266        14786.4   071°57.871'W    46°00.145'N
         2862.0         120.08         -57.35          22.85           35.0            266        14790.8   071°57.843'W    46°00.147'N
         2863.0         120.00         -57.33          23.81           34.8            266        14795.3   071°57.816'W    46°00.148'N
         2864.0         119.91         -57.32          23.74           34.7            266        14799.9   071°57.790'W    46°00.149'N
         2865.0         119.82         -57.31          22.85           34.6            266        14804.7   071°57.764'W    46°00.150'N
         2866.0         119.73         -57.32          22.77           34.5            266        14809.5   071°57.738'W    46°00.152'N
         2867.0         119.63         -57.32          23.73           34.3            266        14814.4   071°57.712'W    46°00.153'N
         2868.0         119.54         -57.34          23.66           34.1            265        14819.2   071°57.686'W    46°00.154'N
         2869.0         119.45         -57.35          23.58           34.0            265        14824.2   071°57.660'W    46°00.155'N
         2870.0         119.36         -57.36          24.55           33.8            265        14829.2   071°57.634'W    46°00.157'N
         2871.0         119.27         -57.38          23.68           33.6            265        14833.8   071°57.608'W    46°00.158'N
         2872.0         119.18         -57.39          23.61           33.3            265        14838.3   071°57.583'W    46°00.158'N
         2873.0         119.09         -57.41          22.73           33.1            265        14843.1   071°57.558'W    46°00.160'N
         2874.0         119.01         -57.42          22.65           32.9            265        14847.7   071°57.532'W    46°00.161'N
         2875.0         118.92         -57.44          23.61           32.7            265        14852.1   071°57.506'W    46°00.162'N
         2876.0         118.84         -57.45          23.53           32.6            265        14856.6   071°57.480'W    46°00.164'N
         2877.0         118.75         -57.47          23.46           32.5            265        14861.2   071°57.455'W    46°00.165'N
         2878.0         118.67         -57.49          22.58           32.4            265        14865.8   071°57.430'W    46°00.167'N
         2879.0         118.58         -57.50          22.50           32.3            265        14870.4   071°57.404'W    46°00.169'N
         2880.0         118.49         -57.52          22.42           32.2            264        14875.0   071°57.379'W    46°00.171'N
         2881.0         118.40         -57.55          23.36           32.1            264        14879.7   071°57.354'W    46°00.173'N
         2882.0         118.31         -57.57          22.47           31.9            264        14884.5   071°57.330'W    46°00.175'N
         2883.0         118.22         -57.59          23.41           31.8            264        14889.3   071°57.307'W    46°00.177'N
         2884.0         118.14         -57.61          23.33           31.6            264        14893.9   071°57.282'W    46°00.179'N
         2885.0         118.05         -57.63          23.26           31.5            264        14898.6   071°57.257'W    46°00.181'N
         2886.0         117.96         -57.65          23.19           31.4            264        14903.2   071°57.233'W    46°00.182'N
         2887.0         117.88         -57.66          22.29           31.3            263        14907.8   071°57.209'W    46°00.184'N
         2888.0         117.80         -57.68          22.21           31.2            263        14912.2   071°57.186'W    46°00.186'N
         2889.0         117.71         -57.69          21.30           31.2            263        14916.8   071°57.162'W    46°00.189'N
         2890.0         117.63         -57.70          22.04           31.1            263        14921.3   071°57.138'W    46°00.192'N
         2891.0         117.54         -57.69          21.13           31.0            263        14926.1   071°57.116'W    46°00.195'N
         2892.0         117.45         -57.67          22.88           31.0            263        14930.7   071°57.094'W    46°00.198'N
         2893.0         117.36         -57.64          22.16           30.9            263        14935.5   071°57.072'W    46°00.200'N
         2894.0         117.27         -57.60          22.06           30.8            262        14940.3   071°57.049'W    46°00.202'N
         2895.0         117.19         -57.56          23.00           30.6            262        14944.8   071°57.025'W    46°00.203'N
         2896.0         117.10         -57.53          22.91           30.5            262        14949.6   071°57.002'W    46°00.204'N
         2897.0         117.01         -57.51          22.81           30.4            262        14954.6   071°56.979'W    46°00.204'N
         2898.0         116.91         -57.51          21.96           30.3            262        14959.6   071°56.954'W    46°00.206'N
         2899.0         116.82         -57.53          21.09           30.2            262        14964.5   071°56.930'W    46°00.208'N
         2900.0         116.73         -57.55          22.80           30.1            262        14969.7   071°56.907'W    46°00.211'N
         2901.0         116.63         -57.58          22.70           30.1            262        14974.7   071°56.884'W    46°00.214'N
