*** COMPREHENSIVE AEROLOGICAL REFERENCE DATASET (CARDS) STATION HISTORY *** 

NUMBER = STATION NUMBER (1ST 5 DIGITS IS WMO NUMBER)
NAME = STATION NAME 
COUNTRY = FIPS COUNTRY CODE 
LATITUDE = LATITUDE IN DEGREES & HUNDREDTHS (SOUTH = NEGATIVE)  
LONGITUDE = LONGITUDE IN DEGREES & HUNDREDTHS (WEST = NEGATIVE) 
ELEV = ELEVATION IN METERS (UNKNOWN = 9999.9)   
BEGINS = BEGINNING YEAR-MONTH FOR DIGITAL DATA  
ENDS = ENDING YEAR-MONTH FOR DIGITAL DATA (999912 = STATION STILL ACTIVE)   

NUMBER NAME                            COUNTRY    LATITUDE  LONGITUDE   ELEV    BEGINS ENDS 
788010 FT SHERMAN [ROCOB]                   PM     9.33300  -79.98300   52.0    197207 197812   
788060 BALBOA/HOWARD AFB                    PM     8.98300  -79.55000   66.0    194311 999912   
788610 ST JOHN/COOLIDGE FLD                 AC    17.11700  -61.78300    4.0    195709 999912   
788610 ST JOHNS/COOLIDGE AAFB               AC    17.11700  -61.78300    4.0    194401 194907   
788660 SINT MARTIN/JULIANA                  SC    18.05000  -63.11700    3.0    196606 999912   
788660 SINT MAARTEN/JULIANA                 SC    18.03300  -63.11700    3.0    195610 196606   
788940 GUSTAVIA                             SC    17.90000  -62.86700   47.0    197307 999912   
788970 POINT A PITRE/RAIZET                 GP    16.26700  -61.51700    8.0    195905 999912   
788970 POINT A PITRE/RAIZET                 GP    16.26700  -61.53300    8.0    195602 195904   
789250 LE LAMENTIN                          MB    14.60000  -61.00000    4.0    197109 999912   
789490 ST LUCIA AAFB                        ST    13.75000  -60.98300   30.0    195607 195710   
789540 GRANTLEY ADAMS INTL                  BB    13.06700  -59.50000   47.0    197110 999912   
789540 SEAWELL APT                          BB    13.06700  -59.50000   56.0    196507 197110   
789670 TRINIDAD/CHAGUARAMAS                 TD    10.68300  -61.61700    2.0    196706 196912   
789670 TRINIDAD NAS                         TD    10.68300  -61.61700    2.0    195209 196706   
789670 TRINIDAD NAS                         TD    10.68300  -61.61700   18.0    195011 195208   
789670 TRINIDAD NAS                         TD    10.68300  -61.61700   21.0    195001 195010   
789670 TRINIDAD/WALLER FLD                  TD    10.58300  -61.33300   41.0    194905 194912   
789670 TRINIDAD NAS                         TD    10.68300  -61.61700   21.0    194205 194904   
789700 TRINIDAD/PIARCO IAP                  TD    10.58300  -61.35000   12.0    196912 999912   
789880 CURACAO/WILLEMSTAD                   NT    12.20000  -68.96700   54.0    197605 999912   
789880 CURACAO/WILLEMSTAD                   NT    12.20000  -68.96700    9.0    197005 197605   
789880 CURACAO/WILLEMSTAD                   NT    12.18300  -68.96700    9.0    196103 197005   
789880 CURACAO/WILLEMSTAD                   NT    12.18300  -68.96700    8.0    195606 196103   
800010 SAN ANDRES IS.                       CO    12.58300  -81.70000    2.0    195611 999912   
800350 RIOHACHA/ALMIRANTE                   CO    11.53300  -72.93300    4.0    199207 999912   
802220 BOGOTA                               CO     4.70000  -74.15000 2541.0    196303 999912   
802220 BOGOTA                               CO     4.70000  -74.15000 2547.0    196008 196303   
802410 GAVIOTAS                             CO     4.55000  -70.91700  165.0    199104 999912   
802410 GAVIOTAS                             CO     4.46700  -70.73300  165.0    197601 199104   
803370 TUMACO/EL MIRA                       CO     1.80000  -78.76700    5.0    197601 197612   
803980 LETICIA/VASQUEZ-COB                  CO    -4.16700  -69.91700   84.0    198608 999912   
804070 MARACAIBO/LA CHINTA                  VE    10.56700  -71.73300   66.0    197306 198512   
804100 BARQUISIMETO                         VE    10.05000  -69.36700  614.0    197305 198407   
804130 MARACAY/MARISCAL                     VE    10.25000  -67.65000  437.0    196608 999912   
804150 CARACAS/S. BOLIVAR                   VE    10.60000  -66.98300   48.0    197301 198502   
804190 BARCELONA                            VE    10.11700  -64.68300    7.0    197304 198503   
804210 PORLAMAR DEL CARIBE                  VE    10.91700  -63.96700   19.0    197608 197908   
804250 MENEGRANDE                           VE     9.81700  -70.93300   27.0    197305 198502   
804350 MATURIN                              VE     9.75000  -63.18300   66.0    197601 198412   
804440 CIUDAD BOLIVAR                       VE     8.11700  -63.53300   48.0    198606 198708   
804440 CIUDAD BOLIVAR                       VE     8.11700  -63.53300   48.0    197510 197606   
804470 SAN ANTONIO TACHIRA                  VE     7.85000  -72.45000  404.0    197401 198704   
804470 SAN ANTONIO TACHIRA                  VE     7.85000  -72.45000  404.0    196301 196704   
804480 GUASDUALITO                          VE     7.23300  -70.80000  130.0    198107 198502   
804480 GUASDUALITO                          VE     7.23300  -70.80000  130.0    197606 197710   
804500 SAN FERNANDO APURE                   VE     7.86700  -67.43300   73.0    198401 198411   
804500 SAN FERNANDO APURE                   VE     7.86700  -67.43300   73.0    197601 197711   
804530 TUMEREMO                             VE     7.30000  -61.45000  180.0    197601 198410   
804570 PUERTO AYACUCHO                      VE     5.60000  -67.50000  120.0    197610 197912   
804620 SANTA ELENA DE UAIR                  VE     4.68300  -61.18300  896.0    197601 198507   
804760 CORPOZULIA/MARACAIBO                 VE    10.51700  -71.65000   26.0    198006 198703   
810020 GEORGETOWN                           GY     6.50000  -58.25000   30.0    194708 194905   
812020 NICKERIE                             NS     5.95000  -57.03300    4.0    197706 198407   
812090 STOELMANS ISLAND                     NS     4.35000  -54.41700   51.0    197611 198603   
812250 ZANDERIJ/PARAMARIBO                  NS     5.45000  -55.20000   16.0    197601 198606   
812500 TAFELBERG/RUDIKAPEL                  NS     3.78300  -56.15000  288.0    197612 198603   
812510 SIPALIWINI                           NS     2.03300  -56.11700  243.0    197611 198607   
812530 COEROENI                             NS     3.36700  -57.33300  148.0    197607 198602   
814010 ST LAURENT DU MARON                  FG     5.50000  -54.03300    4.0    197309 999912   
814030 KOUROU                               FG     5.16700  -52.68300    8.0    196910 196912   
814050 CAYENNE/ROCHAMBEAU                   FG     4.83300  -52.36700    8.0    196409 999912   
814080 ST-GEORGES-LOYAPOCK                  FG     3.88300  -51.80000    6.0    197309 999912   
814150 MARIPASOULA                          FG     3.63300  -54.03300  104.0    197307 999912   
820220 BOA VISTA ARPT                       BR     2.83300  -60.70000  140.0    197612 198312   
820300 AMAPA ARPT                           BR     2.06700  -50.85000   10.0    197307 197410   
821910 BELEM                                BR    -1.46700  -48.45000   15.0    194310 194602   
821930 BELEM/VAL DE CAES                    BR    -1.38300  -48.48300   16.0    196807 999912   
822440 SANTAREM INTL AIRPORT                BR    -2.43300  -54.71700   72.0    197306 197707   
822800 SAO LUIZ                             BR    -2.53300  -44.28300   51.0    197301 198707   
822810 SAO LUIZ                             BR    -2.60000  -44.23300   53.0    195004 197010   
822870 PARNAIBA                             BR    -2.90000  -41.78300    4.0    197601 197912   
823320 MANAUS/PONTA PELADA                  BR    -3.15000  -59.98300   84.0    196806 999912   
823970 FORTALEZA                            BR    -3.71700  -38.55000   19.0    197308 999912   
823980 FORTALEZA/PINTO MAR                  BR    -3.78300  -38.53300   25.0    197702 198004   
823980 FORTALEZA/PINTO MAR                  BR    -3.78300  -38.53300   25.0    197301 197309   
824000 FERNANDO DE NORONHA                  BR    -3.85000  -32.41700   45.0    197301 999912   
824000 FERNANDO DE NORONHA                  BR    -3.85000  -32.41700   45.0    195806 196204   
825710 BARRA DO CORDA                       BR    -5.50000  -45.26700   82.0    197706 197912   
825790 TERESINA ARPT                        BR    -5.05000  -42.81700   69.0    197302 197812   
825860 QUIXERAMOBIM                         BR    -5.20000  -39.30000  199.0    197606 197912   
825980 NATAL                                BR    -5.90000  -35.25000   52.0    194310 194602   
825990 NATAL/AUGUSTO SEVER                  BR    -5.91700  -35.25000   49.0    196802 999912   
826400 JACAREACANGA                         BR    -6.26700  -57.73300   98.0    197305 197607   
826780 FLORIANO/CANGAPARA                   BR    -6.76700  -43.01700  110.0    197301 198510   
827650 CAROLINA                             BR    -7.33300  -47.46700  185.0    197002 198709   
827840 BARBALHA                             BR    -7.31700  -39.30000  409.0    197601 197912   
828240 PORTO VELHO NEW                      BR    -8.70000  -63.90000  102.0    197805 999912   
828250 PORTO VELHO   TO 828240              BR    -8.76700  -63.90000  105.0    197712 197802   
828990 RECIFE                               BR    -8.13300  -34.91700   11.0    195207 197112   
829000 RECIFE/CURADO                        BR    -8.05000  -34.91667   11.0    199008 999912   
829000 RECIFE/CURADO                        BR    -8.06667  -34.88334   19.0    197209 199008   
829300 CACHIMBO ARPT                        BR    -9.36700  -54.90000  432.0    197301 198612   
829650 ALTA FLORESTA                        BR    -9.86700  -56.10000  288.0    198811 999912   
829830 PETROLINA                            BR    -9.38300  -40.50000  370.0    196905 999912   
829840 PETROLINA                            BR    -9.40000  -40.50000  375.0    196001 196512   
829930 MACEIO/CAMPO PALMAR                  BR    -9.51700  -35.78300  115.0    197802 197912   
829930 MACEIO/CAMPO PALMAR                  BR    -9.51700  -35.78300  115.0    197301 197410   
830630 PORTO NACIONAL ARPT                  BR   -10.70000  -48.40000  290.0    197301 198001   
830960 ARACAJU                              BR   -10.91000  -37.05000    6.0    197308 197912   
831820 IRECE                                BR   -11.30000  -41.86700  747.0    197601 197911   
832080 VILHENA ARPT                         BR   -12.73000  -60.13300  652.0    196910 999912   
832290 SALVADOR                             BR   -13.00000  -38.51700   51.0    196908 198804   
832360 BARREIRAS                            BR   -12.15000  -45.00000  440.0    197301 198003   
832480 SALVADOR                             BR   -12.93300  -38.35000   13.0    195101 196912   
832880 BOM JESUS DA LAPA                    BR   -13.26000  -43.41700  440.0    197009 198512   
833440 VITORIA DA CONQUIST                  BR   -14.85000  -40.83300 1042.0    197612 197912   
833610 CUIABA                               BR   -15.60000  -56.10000  165.0    199110 999912   
833620 CUIABA ARPT                          BR   -15.65000  -56.10000  182.0    197301 197512   
833780 BRASILIA ARPT.                       BR   -15.86000  -47.93300 1061.0    196609 999912   
834370 MONTES CLAROS                        BR   -16.73000  -43.86700  647.0    197708 197912   
834970 CARAVELAS ARPT                       BR   -17.63000  -39.25000    4.0    197307 197312   
834970 CARAVELAS ARPT                       BR   -17.63000  -39.25000    4.0    195401 197811   
834980 CARAVELAS                            BR   -17.73000  -39.25000    4.0    197405 198712   
835760 UBERABA                              BR   -19.76000  -47.95000  809.0    197301 197312   
835830 BELO HORIZ/PAMPULHA                  BR   -19.85000  -43.95000  785.0    197301 197910   
836120 CAMPO GRANDE INTL                    BR   -20.46000  -54.66700  567.0    196705 999912   
836490 VITORIA/GOIABEIRAS                   BR   -20.26000  -40.28300    4.0    197301 197903   
836500 TRINDADE (ISLAND)                    BR   -20.50000  -29.31700   21.0    196611 999912   
837460 RIO DE JANEIRO/GALE                  BR   -22.81000  -43.25000   42.0    196605 999912   
837680 LONDRINA                             BR   -23.33000  -51.13300  570.0    197301 198002   
837800 SAO PAULO                            BR   -23.61000  -46.65000  802.0    197005 999912   
837800 SAO PAULO                            BR   -23.61000  -46.65000  802.0    195502 195902   
838270 FOZ DO IGUACU                        BR   -25.51000  -54.58300  180.0    197301 198002   
838400 CURITIBA/AFONSO PEN                  BR   -25.51000  -49.16700  908.0    196610 999912   
838990 FLORIANOPOLIS ARPT                   BR   -27.66000  -48.55000    5.0    197302 198002   
839280 URUGUAIANA                           BR   -29.78000  -57.03300   74.0    197301 198002   
839710 PORTO ALEGRE ARPT.                   BR   -30.00000  -51.18300    3.0    196609 999912   
839710 PORTO ALEGRE ARPT.                   BR   -30.00000  -51.18300    3.0    195006 195412   
839810 BAGE/CMDT KRAEMER                    BR   -31.35000  -54.11700  180.0    197302 198002   
840080 SAN CRISTOBAL                        EC    -0.90000  -89.61700    6.0    196709 999912   
841110 SALINAS                              EC    -2.20000  -81.00000    8.0    194310 194509   
841290 GUAYAQUIL/S. BOLIVAR A TO 842030     EC    -2.20000  -79.88300    6.0    196708 197510   
841290 GUAYAQUIL/S. BOLIVAR A               EC    -2.20000  -79.88300    6.0    195707 196009   
842030 GUAYAQUIL/SIMON BOL.                 EC    -2.15000  -79.88300    4.0    198101 999912   
842030 GUAYAQUIL/SIMON BOL.                 EC    -2.15000  -79.88300    4.0    197811 197909   
843770 IQUITOS/SECADA                       PE    -3.75000  -73.25000  117.0    197301 198008   
843900 TALARA/CAPT MONTES                   PE    -4.56700  -81.25000   85.0    197301 198005   
844520 CHICLAYO/CAPT JOSE                   PE    -6.78300  -79.83300   31.0    197301 198406   
845150 PUCALLPA                             PE    -8.36700  -74.58300  148.0    197301 198107   
846280 LIMA/CALLO                           PE   -12.00000  -77.11700   11.0    197101 999912   
846280 LIMA/CALLO                           PE   -12.00000  -77.11700   11.0    195710 197012   
846310 LIMA/TAMBO                           PE   -12.10000  -77.03300  155.0    196605 196705   
846910 PISCO                                PE   -13.75000  -76.21700    6.0    197301 197909   
847520 AREQUIPA/CHACHANI                    PE   -16.31000  -71.55000 2524.0    197301 198906   
852010 LA PAZ/JFK INTL.                     BL   -16.50000  -68.16700 4051.0    198704 999912   
852010 LA PAZ/JFK INTL.                     BL   -16.50000  -68.16700 4051.0    197005 198203   
852030 OVEJUYO                              BL   -16.51700  -68.05000 4320.0    196801 197105   
854420 ANTOFAGASTA                          CI   -23.41000  -70.46700  137.0    195707 999912   
854690 ISLA DE PASCUA/EASTER                CI   -27.15000 -109.48000   47.0    196901 999912   
854690 ISLA DE PASCUA/EASTER                CI   -27.15000 -109.48000   47.0    196606 196610   
855430 QUINTERO                             CI   -32.78000  -71.51700    3.0    195707 999912   
855850 JUAN FERNANDEZ                       CI   -33.62000  -78.82000    6.0    198607 198701   
857990 PUERTO MONTT                         CI   -41.43000  -73.11700   84.0    195708 999912   
858010 PUERTO MONTT/LA CH                   CI   -41.46700  -72.93300    3.0    196609 196911   
859340 PUNTA ARENAS                         CI   -53.03000  -70.85000   38.0    197507 999912   
862180 ASUNCION INTL.                       PA   -25.26000  -57.46700  101.0    198612 999912   
862180 ASUNCION INTL.                       PA   -25.26000  -57.46700  101.0    197504 198108   
870470 SALTA AIRPORT                        AR   -24.85000  -65.48300 1221.0    196501 999912   
871550 RESISTENCIA AIRPORT                  AR   -27.45000  -59.05000   52.0    196110 999912   
871570 RESISTENCIA AEROCLUB TO 871550       AR   -27.46000  -58.98300   51.0    195801 196110   
873440 CORDOBA AERO                         AR   -31.31000  -64.21700  474.0    195901 999912   
874180 MENDOZA AIRPORT                      AR   -32.83000  -68.78300  704.0    197408 999912   
874200 MENDOZA OBSERVATORI TO 874180        AR   -32.88000  -68.85000  827.0    196501 197408   
875760 BUENOS AIRES/EZEIZA ARPT             AR   -34.81000  -58.53300   20.0    195709 999912   
875850 BUENOS AIRES/OBS CENTRAL TO 875760   AR   -34.58300  -58.48300   25.0    195707 195708   
875960 PUNTA INDIO ARPT                     AR   -35.36000  -57.28300   22.0    197501 197911   
876230 SANTA ROSA AIRPORT                   AR   -36.56000  -64.26700  189.0    196505 999912   
877150 NEUQUEN AIRPORT                      AR   -38.95000  -68.13300  271.0    195710 999912   
877480 COMANDANTE ESPORA A                  AR   -38.73000  -62.16700   74.0    196301 999912   
878270 ALMIRANTE ZAR                        AR   -43.23000  -65.30000   42.0    197301 197512   
878600 COMODORO RIVADAVIA                   AR   -45.78000  -67.45000   46.0    195801 999912   
879260 RIO GALLEGOS B.N. ARPT               AR   -51.63000  -69.21700   20.0    196706 197707   
879340 RIO GRANDE ARPT.                     AR   -53.80000  -67.75000   22.0    197709 198410   
879380 USHUAIA ARPT I                       AR   -54.80000  -68.31700   14.0    196301 196712   
879380 USHUAIA ARPT I                       AR   -54.80000  -68.31700   14.0    195709 195805   
888890 MOUNT PLEASANT ARPT                  FK   -51.81000  -58.45000   73.0    198911 999912   
888900 STANLEY                              FK   -51.70000  -57.86700   53.0    194802 196208   
889460 CORBETA URUGUAY DN                   AR   -59.45000  -27.26700   15.0    198001 198112   
889520 ARGENTINE ISLAND                     AR   -65.25000  -64.26700    9.0    195601 198212   
889670 GENERAL BELGRANO                     AR   -77.96000  -38.80000   32.0    197006 197512   
889680 ISLAS ORCADAS                        AR   -60.75000  -44.71700    4.0    196401 198512   
889680 ISLAS ORCADAS                        AR   -60.75000  -44.71700    4.0    195707 195811   
890010 S.A.N.A.E. STATION                   AY   -70.31000   -2.36700   52.0    197101 999912   
890010 S.A.N.A.E. STATION                   AY   -70.31000   -2.36700   52.0    195707 195912   
890020 GEORG-VON-NEUMAYER                   AY   -70.61000   -8.36700   40.0    198506 999912   
890090 AMUNDSEN/SCOTT                       AY   -90.00000  180.00000 2835.0    198201 999912   
890090 AMUNDSEN/SCOTT                       AY   -90.00000  180.00000 2847.0    197501 198112   
890090 AMUNDSEN/SCOTT                       AY   -90.00000  180.00000 2804.0    196101 197412   
890220 HALLEY BAY                           AY   -75.51000  -26.60000   30.0    195707 999912   
890445 ELLSWORTH STATION                    AY   -77.73000  -41.11700   43.0    196102 196211   
890445 ELLSWORTH STATION                    AY   -77.73000  -41.11700   43.0    195703 196001   
890500 BELLINGSHAUSEN                       AY   -62.20000  -58.93300   16.0    199104 999912   
890500 BELLINGSHAUSEN                       AY   -62.20000  -58.93300   46.0    198301 199104   
890500 BELLINGSHAUSEN                       AY   -62.20000  -58.93300   16.0    197002 198301   
890510 PETREL D.N.                          AY   -63.46000  -56.28300   20.0    196901 197206   
890550 VICE COMODORO MAR                    AY   -64.23000  -56.71700  198.0    198105 999912   
890560 FREI CHI-BASE                        AY   -62.25000  -58.93300   10.0    198708 198709   
890630 FARADAY (FORMERLY 889520)            AY   -65.25000  -64.26700   11.0    195407 198301   
890835 EIGHTS                               AY   -75.23000  -77.16700  421.0    196212 196511   
891250 BYRD STATION                         AY   -80.01667 -119.53333 1545.0    197412 197502   
891250 BYRD STATION                         AY   -80.01667 -119.53333 1545.0    197312 197402   
891250 BYRD STATION                         AY   -80.01667 -119.53333 1545.0    197212 197302   
891250 BYRD STATION                         AY   -80.01667 -119.53333 1545.0    197111 197202   
891250 BYRD STATION                         AY   -80.01667 -119.53333 1545.0    197010 197102   
891250 BYRD STATION                         AY   -80.01667 -119.53333 1545.0    196908 197002   
891250 BYRD STATION                         AY   -80.01667 -119.53333 1545.0    195703 196903   
891255 LITTLE ROCKFORD                      AY   -76.26000 -147.50000  591.0    196411 196502   
891255 LITTLE ROCKFORD                      AY   -76.26000 -147.50000  591.0    196310 196402   
891255 LITTLE ROCKFORD                      AY   -76.26000 -147.50000  591.0    196210 196302   
891255 LITTLE ROCKFORD                      AY   -79.25000 -147.50000  651.0    196110 196202   
891255 LITTLE ROCKFORD                      AY   -79.25000 -147.50000  651.0    196011 196102   
891255 LITTLE ROCKFORD                      AY   -79.58000 -152.93000   52.0    195911 195912   
891755 LITTLE AMERICA                       AY   -78.20000 -161.25000   32.0    195604 195912   
895120 NOVOLAZAREVSKAYA                     AY   -70.76000   11.83300  140.0    198301 999912   
895120 NOVOLAZAREVSKAYA                     AY   -70.76000  111.83300  102.0    196910 198301   
895220 BASE ROI BAUODIN                     AY   -70.43300   24.31700   38.0    195802 195912   
895320 SYOWA                                AY   -69.00000   39.58300   18.0    196910 999912   
895320 SYOWA                                AY   -69.00000   39.58300   18.0    195901 195912   
895420 MOLODEZHNAYA                         AY   -67.66000   45.85000   40.0    196910 999912   
895570 SOVIETSKAVA                          AY   -78.40000   87.58300 3571.0    195803 195812   
895640 MAWSON AAS-BASE                      AY   -67.60000   62.88300    8.0    195404 999912   
895710 DAVIS                                AY   -68.58000   77.98300   12.0    195702 999912   
895920 MIRNYY                               AY   -66.55000   93.01700   59.0    197509 999912   
895920 MIRNYY                               AY   -66.55000   93.01700   30.0    196910 197509   
895930 PIONERSKAVA                          AY   -69.73300   95.05000 2701.0    195803 195812   
895950 VOSTOK STN 1                         AY    72.13300   95.05000 9999.9    195707 195711   
895960 KOMSOMOLSKAVA                        AY    74.08300   97.48300 3421.0    195711 195801   
896010 OASIS                                AY    66.26700  100.73300  290.0    195706 195811   
896060 VOSTOK STN 2                         AY   -78.45000  106.86700 3486.0    195801 999912   
896110 WILKES/CASEY                         AY   -66.26000  110.56700   12.0    195703 999912   
896120 LANYON JUNITION                      AY   -66.30000  110.86700  470.0    198412 198502   
896420 DUMONT D,URVILLE                     AY   -66.66000  140.01700   44.0    198507 999912   
896570 LENINGRADSKAYA                       AY   -69.50000  159.38300  300.0    198307 999912   
896640 MCMURDO                              AY   -77.85000  166.66700   24.0    195604 999912   
896710 HALLETT                              AY   -72.30000  170.30000    5.0    195702 197503   
910660 MIDWAY ISLAND (NAVY)                 MQ    28.21700 -177.35000    3.0    195701 999912   
910660 MIDWAY ISLAND (NAVY)                 MQ    28.21700 -177.35000   12.0    195612 195701   
910660 MIDWAY ISLAND (NAVY)                 MQ    28.21700 -177.35000    8.0    195304 195612   
910660 MIDWAY ISLAND (NAVY)                 MQ    28.21700 -177.36000   13.0    195205 195304   
910660 MIDWAY ISLAND (WB)                   MQ    28.20000 -177.35000    3.0    195006 195205   
910660 MIDWAY ISLAND (NAVY)                 MQ    28.21700 -177.36000   13.0    194805 195006   
910660 MIDWAY ISLAND (ARMY)                 MQ    28.21700 -177.36000   13.0    194610 194804   
910660 MIDWAY ISLAND (NAVY)                 MQ    28.21700 -177.36000   13.0    194511 194804   
911150 FRENCH FRIGATE SHOAL                 US    23.86700 -166.28000    6.0    196209 196706   
911310 MARCUS ISLAND (SEE 477910)           JA    24.30000  153.96700   13.0    195801 196304   
911620 BARKING SANDS                        US    22.03300 -159.78000    5.0    196706 198302   
911620 BARKING SANDS                        US    22.03300 -159.78000    8.0    196704 196706   
911620 BARKING SANDS                        US    22.03300 -159.78000    5.0    196308 196904   
911650 LIHUE/KAUAI                          US    21.96700 -159.36000   36.0    195003 999912   
911650 LIHUE/KAUAI                          US    21.98300 -159.35000   36.0    195002 195003   
911700 WHEELER AFB/OAHU                     US    21.48300 -158.03000  256.0    198301 198807   
911700 WHEELER AFB/OAHU                     US    21.48300 -158.03000  290.0    198001 198301   
911760 KANEOHE MCAS/OAHU                    US    21.45000 -157.76000    3.0    198107 198304   
911820 HONOLULU INT AP                      US    21.35000 -157.93000    5.0    197101 999912   
911820 HONOLULU INT AP                      US    21.33300 -157.91000    4.0    195207 195305   
911820 HONOLULU/JOHN ROGERS F               US    21.33300 -157.91000    3.0    194906 195006   
911820 HONOLULU/JOHN ROGERS F               US    21.33300 -157.91000    4.0    194607 194905   
911820 HONOLULU/(HICKAM FLD)                US    21.33300 -157.95000    8.0    194507 194607   
911825 ALOHA TOWER                          US    21.31700 -157.86000    4.0    195001 195006   
911900 KAHULUI/MAUI                         US    20.90000 -156.43000   18.0    197301 999912   
911990 PEARL HARBOR                         US    21.35000 -157.95000    3.0    195006 195206   
911990 PEARL HARBOR                         US    21.35000 -157.95000    7.0    192807 194503   
912035 POTANGERAS                           PS    10.06700  139.66700    2.0    194601 194603   
912170 GUAM/TAGUAC                          GQ    13.55000  144.83300  111.0    195210 999912   
912180 GUAM/ANDERSON AFB                    GQ    13.56700  144.93300  157.0    195007 195609   
912180 GUAM/HARMON FLD                      GQ    13.51700  144.81700   60.0    194807 195007   
912180 GUAM/HARMON FLD                      GQ    13.51700  144.81700   56.0    194702 194807   
912320 SAIPAN/ISLEY (CGS)                   CQ    15.11700  145.73300    3.0    199008 999912   
912330 SABANETTAN/TINIAN                    CQ    14.96700  145.60000   80.0    199009 999912   
912450 WAKE IS.                             WQ    19.28300  166.65000    5.0    195104 999912   
912450 WAKE IS.                             WQ    19.30000  166.61700    5.0    195001 195104   
912500 ENIWETOK                             RM    11.35000  162.35000   11.0    197901 197906   
912500 ENIWETOK                             RM    11.35000  162.35000    5.0    194911 196906   
912505 RONGERIK                             RM    11.30000  167.48300    3.0    195401 195405   
912540 BIKINI                               RM    11.51700  165.55000    4.0    195807 195808   
912540 BIKINI                               RM    11.51700  165.55000    4.0    195209 195211   
912580 UTERIK                               RM    11.23300  169.85000    3.0    195803 195808   
912750 JOHNSTON IS. (USWB)                  JQ    16.73300 -169.51000    3.0    196211 198410   
912750 JOHNSTON IS. (USAF)                  JQ    16.73300 -169.51000    3.0    195008 196211   
912750 JOHNSTON IS. (USAF)                  JQ    16.75000 -169.53000    4.0    195001 195008   
912750 JOHNSTON IS. (USAF)                  JQ    16.75000 -169.53000    2.0    194808 195001   
912750 JOHNSTON IS. (USAF)                  JQ    16.73300 -169.53000    2.0    194611 194807   
912850 HILO                                 US    19.71600 -155.06000   11.0    195402 999912   
912850 HILO                                 US    19.73300 -155.06000    9.0    195002 195402   
913170 WOLEAI ATOLL                         PS     7.38300  143.91700    2.0    197901 197906   
913340 TRUK/CAROLINE IS.                    PS     7.45000  151.85000    3.0    197104 999912   
913340 TRUK/CAROLINE IS.                    PS     7.46660  151.85000    2.0    195412 197104   
913340 TRUK/CAROLINE IS.                    PS     7.45000  151.83300    2.0    195107 195412   
913470 PONAPE (PROFILER)                    PS     6.97000  158.22000   39.0    199008 999912   
913480 PONAPE/CAROLINE IS.                  PS     6.96700  158.21700   39.0    195804 999912   
913480 PONAPE/CAROLINE IS.                  PS     6.96700  158.21700   34.0    195802 195804   
913480 PONAPE/CAROLINE IS.                  PS     6.96700  158.21700   38.0    195608 195802   
913480 PONAPE/CAROLINE IS.                  PS     6.96700  158.21700   36.0    195603 195608   
913480 PONAPE/CAROLINE IS.                  PS     6.96700  158.21700   34.0    195405 195603   
913480 PONAPE/CAROLINE IS.                  PS     6.96700  158.21700   34.0    195011 195603   
913560 KUSAIE                               PS     5.35000  162.96700  213.0    196410 196501   
913560 KUSAIE                               PS     5.33300  163.01700    2.0    195803 195808   
913560 KUSAIE                               PS     5.36700  163.01700    2.0    195603 195607   
913560 KUSAIE                               PS     5.33300  163.08300  106.0    195102 195405   
913660 KWAJALEIN ATOL                       RM     8.73300  167.73300    4.0    196105 999912   
913660 KWAJALEIN ATOL                       RM     8.71700  167.71600    4.0    196007 196105   
913660 KWAJALEIN                            RM     8.71700  167.73300    3.0    195205 197512   
913660 KWAJALEIN ATOL                       RM     8.73300  167.71600    2.0    195001 195205   
913710 WOTJE ATOLL                          RM     9.46700  170.25000    2.0    197308 197510   
913760 MAJURO                               RM     7.08330  171.38300    3.0    195509 999912   
913760 MAJURO                               RM     7.10000  171.38300    3.0    195502 195509   
913760 MAJURO                               RM     7.10000  171.33300    2.0    195401 195502   
913760 MAJURO                               RM     7.10000  171.40000    2.0    195209 195401   
913850 PALMYRA IS. (USAF)                   LQ     5.88300  162.08300    2.0    196203 196210   
913850 PALMYRA IS. (USAF)                   LQ     5.86700  162.10000    3.0    195704 195706   
914080 KOROR/CAROLINE IS.                   PS     7.33300  134.48300   30.0    195107 999912   
914080 KOROR/CAROLINE IS.                   PS     7.33300  134.48300   30.0    195009 195107   
914130 YAP/CAROLINE IS.                     PS     9.48300  138.08300   14.0    196802 999912   
914130 YAP/CAROLINE IS.                     PS     9.51700  138.13300   17.0    195106 196802   
914130 YAP/CAROLINE IS.                     PS     9.51700  138.13300   17.0    194812 195106   
914340 KAPINGAMARANGI                       FM     1.05000  154.76700    3.0    197901 197906   
914340 KAPINGAMARANGI                       FM     1.06700  154.78300    3.0    196205 196210   
914870 FANNING ISLAND                       KR     3.90000 -159.38000    3.0    197710 197906   
914900 CHRISTMAS ISLAND (USAF)              KR     1.98300 -157.48000    3.0    196203 196207   
914920 CHRISTMAS ISLAND                     KR     2.00000 -157.40000    3.0    198701 999912   
915170 HONIARA                              BP    -9.43300  160.05000   56.0    195901 999912   
915300 NAURU ISLAND                         NR    -5.56700  166.66700    5.0    195102 196405   
915410 SANTA CRUZ ISLAND                    BP   -10.70000  165.80000   24.0    199101 999912   
915570 BAUERFIELD/EFATE IL                  NH   -17.70000  168.30000   21.0    198508 999912   
915580 VILA (EFATE) TO 915570               NH   -17.75000  168.31700   20.0    197205 198506   
