*** COMPREHENSIVE AEROLOGICAL REFERENCE DATASET (CARDS) STATION HISTORY *** 

NUMBER = STATION NUMBER (1ST 5 DIGITS IS WMO NUMBER)
NAME = STATION NAME 
COUNTRY = FIPS COUNTRY CODE 
LATITUDE = LATITUDE IN DEGREES & HUNDREDTHS (SOUTH = NEGATIVE)  
LONGITUDE = LONGITUDE IN DEGREES & HUNDREDTHS (WEST = NEGATIVE) 
ELEV = ELEVATION IN METERS (UNKNOWN = 9999.9)   
BEGINS = BEGINNING YEAR-MONTH FOR DIGITAL DATA  
ENDS = ENDING YEAR-MONTH FOR DIGITAL DATA (999912 = STATION STILL ACTIVE)   

NUMBER NAME                            COUNTRY    LATITUDE  LONGITUDE   ELEV    BEGINS ENDS 
442820 TSETSERLEG                           MG    47.45000  101.46700 1697.0    197301 198404   
442880 ARBAIHER                             MG    46.26700  102.78300 1813.0    197301 999912   
442920 ULAN-BATOR                           MG    47.93300  106.98300 1313.0    198104 999912   
442920 ULAN-BATOR                           MG    47.93300  106.98300 1337.0    195607 198104   
443410 MANDALGOVI                           MG    45.76700  106.28300 1397.0    197301 198206   
443540 SAINSHAND                            MG    44.90000  110.11700  936.0    195708 999912   
443730 DALANZADGAD                          MG    43.58300  104.41700 1469.0    196401 999912   
444540 KATHMANDU INTL                       NP    27.70000   85.36700 1348.0    197904 198002   
450040 HONG KONG/KINGS PARK                 HK    22.31700  114.16700   65.0    195501 999912   
450050 HONG KONG/ROYAL OBS                  HK    22.30000  114.16700   33.0    195001 196012   
466890 MATSU SOUTH (588490)                 TW    26.15000  119.95000   30.0    198504 999912   
466890 MATSU (588490)                       TW    26.16700  119.93300   91.0    197301 198504   
466920 TAIPEI (589680)                      TW    25.03300  121.51700    9.0    195706 999912   
466970 TAOYUAN                              TW    25.05000  121.21700   48.0    198104 198412   
466970 TAOYUAN (589650)                     TW    25.05000  121.21700   48.0    195604 197912   
466990 HUALIEN (593610)                     TW    23.96700  121.61700   19.0    198806 999912   
467340 MAKUNG (593450)                      TW    23.56700  119.61700   38.0    196706 999912   
467340 MAKUNG (593450)                      TW    23.56700  119.61700   38.0    195408 196303   
467360 CHINMEN/QUEMOY                       TW    24.43300  118.43300   12.0    197301 999912   
467360 CHINMEN/QUEMOY                       TW    24.43300  118.43300   12.0    196002 196106   
467430 TAINAN                               TW    22.95000  120.20000   16.0    198506 999912   
467460 CHIAYI (593540)                      TW    23.46700  120.38300   25.0    198809 999912   
467470 TUNGCHIANG (595530)                  TW    22.46700  120.43300    8.0    195709 999912   
467500 PINGTUNG SOUTH                       TW    22.66700  120.45000   24.0    198809 999912   
467510 TAICHUNG (591590)                    TW    24.18300  120.65000  111.0    198708 999912   
467520 HENCHUN                              TW    22.05000  120.71700   13.0    195407 195709   
467590 HENGCHUN                             TW    22.00000  120.75000   22.0    195608 196212   
467630 HUALIEN (593620)                     TW    24.01700  121.61700   14.0    197301 999912   
468100 PRATAS ISLAND (597920)               TW    20.70000  116.71700    6.0    197301 999912   
469020 NANSHAN (599970)                     TW    10.71700  115.83300    5.0    197301 197706   
470410 HAMHEUNG                             KN    39.93300  127.55000   18.0    198301 999912   
470410 HAMHEUNG                             KN    39.93300  127.55000   38.0    197809 198212   
470580 PYONGYANG                            KN    39.03300  125.78300   38.0    195809 999912   
471030 PAENGNYONGDO AB                      KS    37.96700  124.66700  177.0    197301 999912   
471040 CHUN CHON/A-306                      KS    37.86700  127.71700   76.0    197002 197212   
471060 UIJONGBU/A-210                       KS    37.86700  126.80000   10.0    198002 199003   
471070 KANGNUNG AB                          KS    37.75000  128.95000    6.0    197301 999912   
471100 SEOUL/KIMPO INTL.                    KS    37.55000  126.80000   13.0    194511 199004   
471110 SEOUL AB                             KS    37.43300  127.11700   20.0    198002 198809   
471180 HOENGSUNG/R-401                      KS    37.43300  127.95000  101.0    197301 999912   
471220 OSAN                                 KS    37.10000  127.03300   54.0    195704 999912   
471280 CHONG JU AB                          KS    36.70000  127.50000   58.0    198205 199107   
471310 CHONGJU                              KS    36.63300  127.43300   59.0    198002 199108   
471320 TAEJON AB                            KS    36.33300  127.38300   64.0    197301 198712   
471340 YECHON AB                            KS    36.61700  128.35000  120.0    198002 199108   
471380 POHANG                               KS    36.03300  129.38300   16.0    197006 999912   
471390 POHANG AB                            KS    35.98300  129.41700   20.0    197301 197705   
471420 TAEGU AB/TONCHON                     KS    35.90000  128.65000   37.0    197707 199107   
471420 TAEGU AB/TONCHON                     KS    35.90000  128.65000   37.0    197101 197510   
471530 PUSAN/KIMHAE INTL                    KS    35.18300  128.93300    4.0    197301 999912   
471580 KWANGJU (KOR-AFB)                    KS    35.11700  126.81700   13.0    197301 999912   
471610 SACHON                               KS    35.08300  128.08300    8.0    197501 999912   
471610 SACHON                               KS    35.08300  128.08300    8.0    195210 195406   
471850 CHEJU                                KS    33.28300  126.16700   72.0    198805 999912   
471870 CHEJU DO/MOSULPO                     KS    33.20000  126.26700   27.0    195407 198503   
474010 WAKKANAI                             JA    45.41700  141.68300   12.0    198301 999912   
474010 WAKKANAI                             JA    45.41700  141.68300    3.0    195001 195001   
474120 SAPPORO                              JA    43.05000  141.33300   19.0    195507 999912   
474200 NEMURO                               JA    43.33300  145.58300   26.0    195707 999912   
475800 MISAWA                               JA    40.68300  141.38300   39.0    196510 999912   
475800 MISAWA                               JA    40.68300  141.38300   42.0    194805 195506   
475820 AKITA                                JA    39.71700  140.10000    9.0    195601 999912   
475900 SENDAI                               JA    38.26700  140.90000   38.0    195601 999912   
476000 WAJIMA                               JA    37.38300  136.90000    5.0    195601 999912   
476040 NIIGATA                              JA    37.91700  139.05000    7.0    197301 999912   
476240 MAEBASHI                             JA    36.40000  139.06700  112.0    197301 999912   
476460 TATENO                               JA    36.05000  140.13300   27.0    194901 999912   
476550 OMAEZAKI                             JA    34.60000  138.21700   47.0    197301 999912   
476620 TOKYO                                JA    35.68300  139.76700   35.0    194511 194611   
476780 HACHIJOJIMA/OMURE                    JA    33.11700  139.78300  153.0    196309 999912   
476810 HAMAMATSU AB                         JA    34.73300  137.66700   47.0    196509 999912   
476840 YOKKAICHI                            JA    34.93300  136.58300   52.0    197301 999912   
476880 TATEYAMA                             JA    34.98300  139.83300    5.0    197710 198001   
476960 YOKOSKA                              JA    35.28300  139.66700   49.0    195602 195707   
476965 OPPAMA                               JA    35.31700  139.65000    5.0    195507 195510   
476965 OPPAMA                               JA    35.31700  139.65000   20.0    195503 195506   
477270 SHIMOFUSA AB                         JA    35.78300  140.01700   33.0    197705 198001   
477440 YONAGO                               JA    35.43300  133.35000    6.0    199105 999912   
477440 YONAGO                               JA    35.43300  133.35000    7.0    195711 199105   
477640 IWAKUNI                              JA    34.15000  132.23300    3.0    197906 999912   
477640 IWAKUNI                              JA    34.15000  132.23300    3.0    195504 195712   
477720 OSAKA                                JA    34.68300  135.53300    8.0    197301 999912   
477720 OSAKA                                JA    34.80000  135.40000   15.0    194701 194902   
477780 SHIONOMISAKI                         JA    33.45000  135.76700   73.0    196309 999912   
478070 FUKUOKA                              JA    33.58300  130.38300    3.0    195707 999912   
478075 FUKUOKA/BRADY AB  TO 478070          JA    33.63300  130.50000   14.0    195706 195707   
478080 FUKUOKA/ITAZUKE AB  TO 478075        JA    33.58300  130.45000    7.0    194705 195608   
478270 KAGOSHIMA/YOSHINO                    JA    31.63300  130.58300  282.0    195601 999912   
478810 TOKUSHIMA AB                         JA    34.13300  134.60000    2.0    196911 999912   
478840 KOMATSUJIMA                          JA    34.00000  134.63300    6.0    197707 198001   
478980 SHIMIZU/ASHIZURI                     JA    32.71700  133.01700   32.0    197301 199006   
479090 NAZE/FUNCHATOGERE                    JA    28.38300  129.55000  295.0    195701 999912   
479180 ISHIGAKI JIMA                        JA    24.33300  124.16700    7.0    196409 999912   
479310 KADENA AB  TO 479360                 JA    26.35000  127.75000   43.0    194802 197308   
479360 NAHA/KAGAMIZU                        JA    26.20000  127.66700   29.0    197308 999912   
479380 IE SHIMA AUX AB                      JA    26.71700  127.78300   60.0    198002 198012   
479450 MINAMIDAITOJIMA                      JA    25.83300  131.23300   15.0    196104 999912   
479630 TORIAHIMA                            JA    30.48300  140.03000   83.0    195604 196511   
479710 CHI CHI JIMA                         JA    27.08300  142.18300    4.0    196807 999912   
479810 IWO JIMA                             JA    24.78300  141.33300  106.0    196209 196706   
479910 MINAMITORISHIMA                      JA    24.30000  153.96700    8.0    195102 999912   
480080 MYITKYINA                            BM    25.36700   97.40000  147.0    197301 999912   
480530 MEIKTILA                             BM    20.88300   95.90000  220.0    196901 999912   
480600 KENGTUNG                             BM    21.30000   99.61700  827.0    198207 198512   
480620 AKYAB                                BM    20.13300   92.88300    5.0    197301 999912   
480800 SANDOWAY                             BM    18.46700   94.35000   11.0    197301 198605   
480940 PATHEIN                              BM    16.76700   94.76700    9.0    197301 198606   
480960 RANGOON/MINGALADON                   BM    16.90000   96.18300   28.0    198102 198506   
480970 YANGON                               BM    16.76700   96.16700   23.0    195807 999912   
481080 TAVOY                                BM    14.10000   98.21700   17.0    199010 999912   
481080 TAVOY                                BM    14.10000   98.21700   17.0    197607 198705   
481080 TAVOY                                BM    14.10000   98.21700   17.0    197301 197406   
481090 COCO ISLAND                          BM    14.11700   93.36700    2.0    198303 198606   
481090 COCO ISLAND                          BM    14.11700   93.36700    2.0    197901 198012   
481090 COCO ISLAND                          BM    14.11700   93.36700    2.0    197301 197409   
481100 MERGUI                               BM    12.43300   98.60000   36.0    197301 198610   
481120 VICTORIA POINT                       BM     9.96700   98.58300   46.0    198603 999912   
481120 VICTORIA POINT                       BM     9.96700   98.58300   46.0    198004 198210   
481120 VICTORIA POINT                       BM     9.96700   98.58300   46.0    197301 197610   
483270 CHIANG MAI INTL                      TH    18.78300   98.98300  323.0    195407 999912   
483540 UDORN                                TH    17.36700  102.80000  187.0    197301 999912   
483540 UDON THANI/UDORN                     TH    17.38300  102.80000  178.0    196603 197101   
483570 NAKHON PHANOM WEST                   TH    17.38300  104.65000  176.0    197301 197509   
483570 NAKHON PHANOM                        TH    17.38300  104.65000  176.0    196911 197001   
483780 PHITSANULOK                          TH    16.83300  100.26700   50.0    197301 999912   
483790 PHETCHABUN                           TH    16.43300  101.15000  114.0    197301 197402   
484070 UBON RATCHATHANI                     TH    15.25000  104.88300  129.0    197101 999912   
484070 UBON RATCHATHANI                     TH    15.25000  104.86700  123.0    196609 197101   
484070 UBON RATCHATHANI                     TH    15.25000  104.86700  123.0    196207 196303   
484310 NAKHON RATCHASIMA                    TH    14.96700  102.11700  181.0    197301 999912   
484550 BANGKOK                              TH    13.73300  100.50000    4.0    195407 999912   
484560 BANGKOK/DON MUANG                    TH    13.91700  100.61700    4.0    197301 197605   
484770 SATTAHIP                             TH    12.68300  100.98300   18.0    197301 999912   
484800 CHANTHABURI                          TH    12.60000  102.11700    5.0    197301 999912   
485000 PRACHUAP KHIRIKHAN                   TH    11.80000   99.80000    3.0    197301 999912   
485510 SURAT THANI                          TH     9.11700   99.35000   10.0    197301 999912   
485650 PHUKET/AIRPORT                       TH     8.10000   98.30000    3.0    197301 999912   
485680 SONGKHLA                             TH     7.20000  100.60000    4.0    195407 999912   
486000 LANGKAWI                             MY     6.33300   99.73300    7.0    199101 999912   
486010 PENANG/BAYAN LEPAS                   MY     5.30000  100.26700    3.0    196801 999912   
486020 BUTTERWORTH                          MY     5.46700  100.38300    1.0    198803 199101   
486020 BUTTERWORTH                          MY     5.46700  100.38300    1.0    195805 198412   
486150 KOTA BHARU                           MY     6.16700  102.28300    5.0    197301 999912   
486200 SITIAWAN                             MY     4.21700  100.70000    8.0    197301 999912   
486470 KUALA LUMPUR INTL                    MY     3.11700  101.55000   45.0    197108 999912   
486480 PETALING JAYA                        MY     3.10000  101.65000   57.0    198809 999912   
486570 KUANTAN                              MY     3.78300  103.21700   18.0    197109 999912   
486940 SINGAPORE AIRPORT TO 486980          SN     1.36700  103.91700   18.0    195502 198106   
486980 SINGAPORE/CHANGI                     SN     1.36700  103.98300   10.0    198107 999912   
488190 HANOI TO 488200                      VM    21.03300  105.83300   10.0    195812 197901   
488200 HANOI/NOIBAI INTL.                   VM    21.01700  105.80000    9.0    198301 999912   
488200 HANOI/GIALAM                         VM    21.01700  105.80000    9.0    197903 198301   
488450 VINH                                 VM    18.65000  105.68300    6.0    196001 196303   
488490 DONG HA                              VM    16.81700  107.08300   28.0    196606 196802   
488510 QUANG-TRI                            VM    16.76700  107.16700   14.0    196912 197201   
488520 HUE/PHU BAI                          VM    16.40000  107.70000   17.0    197104 197202   
488550 DA NANG                              VM    16.05000  108.20000    7.0    196204 999912   
488580 PLEIKU AB/CU-HANH                    VM    14.00000  108.01700  807.0    196609 197111   
488600 HOANG-SA/PATTLE                      VM    16.55000  111.61700    6.0    197301 197401   
488640 CHU/LAI                              VM    15.41700  108.70000   11.0    196702 197110   
488660 PLEIKU CITY                          VM    13.98300  108.00000  800.0    197801 197808   
488670 AN KHE                               VM    13.96700  108.65000  457.0    196611 197011   
488700 QUI NHO'N                            VM    13.76700  109.21700    5.0    197801 197809   
488700 QUI-NHON                             VM    13.76700  109.21700    5.0    197301 197503   
488960 SAIGON/BIEN/HOA                      VM    10.96700  106.81700   12.0    196909 197010   
488970 CAM RANH BAY                         VM    11.96700  109.23300   11.0    196804 197212   
489000 SAIGON/TAN-SON-NHUT                  VM    10.81700  106.66700    9.0    195407 999912   
489020 BARIA (PHUOC LE)                     VM    10.50000  107.16700   15.0    197002 197106   
489130 BA-XUYEN/SOC TRANG                   VM     9.60000  105.96700    3.0    197302 197308   
489140 AN-XUYEN/CAMAU                       VM     9.16700  105.16700    2.0    197601 197912   
489180 CON SON IS.                          VM     8.80000  106.58300    5.0    196810 196812   
489300 LUANG PRABANG                        LA    19.88000  102.13000  305.0    197301 197412   
489400 VIENTIANE/WATTAY                     LA    17.98300  102.56700  171.0    198604 198803   
489400 VIENTIANE/WATTAY                     LA    17.98300  102.56700  171.0    198003 198407   
489400 VIENTIANE/WATTAY                     LA    17.98300  102.56700  171.0    197301 197703   
489470 SAVANNAKHET                          LA    16.55000  104.75000  155.0    197301 197405   
489550 PAKSE                                LA    15.13300  105.78300  100.0    197301 197406   
489910 PHNOM-PENH                           CB    11.55000  104.85000   10.0    197301 197312   
503530 HUMA                                 CH    51.71700  126.65000  179.0    197301 198710   
505270 HAILAR                               CH    49.21667  119.75000  610.2    198403 999912   
505270 HAILAR                               CH    49.21667  119.75000  612.8    197603 198402   
505270 HAILAR                               CH    49.21667  119.75000  612.9    195701 197602   
505570 NENJIANG                             CH    49.16667  125.23333  242.2    197301 999912   
505570 NENJIANG                             CH    49.16667  125.21667  222.3    195612 197212   
506030 XIN BARAG YOUQI                      CH    48.66700  116.81700  556.0    197301 999912   
507450 QIQIHAR                              CH    47.38300  123.91700  148.0    198501 999912   
507450 QIQIHAR                              CH    47.38300  123.91700  147.0    197301 198501   
507740 YICHUN                               CH    47.71700  128.90000  245.0    198909 999912   
507740 YICHUN                               CH    47.71700  128.90000  232.0    197204 198909   
508340 TEPOSUKMIAO                          CH    46.50000  121.36700  427.0    198501 999912   
508340 TAKOTAI                              CH    46.60000  121.23300  501.0    198202 198501   
508380 UNKOWN NAME                          CH    46.22000  122.05000  285.0    195805 196110   
508730 CHIAMUSSU                            CH    46.81700  130.33300   80.0    196006 196110   
509530 HARBIN                               CH    45.75000  126.76667  142.3    198101 999912   
509530 HARBIN                               CH    45.68333  126.61667  171.7    196906 198012   
509530 HARBIN                               CH    45.75000  126.76667  146.0    195801 196905   
510760 ALTAY                                CH    47.73300   88.08300  737.0    198502 999912   
510760 ALTAY                                CH    47.73300   88.08300  735.0    195801 198502   
511330 TACHENG                              CH    46.73300   83.00000  549.0    196001 999912   
511560 HOBOKSAR                             CH    46.78300   85.71700 1294.0    197301 999912   
512320 PAERHLUK'O MTN                       CH    45.95000   82.56700 1067.0    198908 999912   
512320 PAERHLUK'O MTN                       CH    45.95000   82.53300  823.0    198002 198908   
512320 PAERHLUK'O MTN                       CH    45.96700   82.53300  823.0    197301 197403   
512430 KARAMAY                              CH    45.60000   84.85000  428.0    195801 999912   
512880 BAYTIK SHAN                          CH    45.36700   90.53300 1651.0    197203 999912   
512880 BAYTIK SHAN                          CH    45.36700   90.53300 1650.0    195901 196612   
513340 JINGHE                               CH    44.61700   82.90000  321.0    197301 999912   
513790 QITAI                                CH    44.01700   89.56700  794.0    198301 999912   
513790 QITAI                                CH    44.01700   89.56700  797.0    197301 198301   
514310 YINING                               CH    43.95000   81.33333  662.5    196201 999912   
514310 YINING                               CH    43.91667   81.28333  663.0    196007 196112   
514310 YINING                               CH    43.91667   81.28333  664.0    195511 196006   
514630 URUMCHI                              CH    43.78333   87.61667  917.9    198006 999912   
514630 URUMCHI                              CH    43.78333   87.61667  917.5    197601 198005   
514630 URUMCHI                              CH    43.90000   87.46667  653.5    196101 197512   
514630 URUMCHI                              CH    43.85000   87.51667  653.5    196011 196012   
514630 URUMCHI                              CH    43.81667   87.55000  850.5    195804 196010   
514630 URUMCHI                              CH    43.78333   87.61667  911.6    195601 195803   
514630 URUMCHI                              CH    43.78333   87.61667  912.6    195401 195512   
514630 URUMCHI                              CH    43.78333   87.61667  909.0    195305 195312   
514950 QIJIAOJING                           CH    43.48300   91.63300  874.0    197301 999912   
515730 TURPAN                               CH    42.93300   89.20000   37.0    198502 999912   
515730 TURPAN                               CH    42.93300   89.20000   35.0    197301 198502   
516280 WENSU                                CH    41.26700   80.30000 1286.0    198802 999912   
516280 WENSU                                CH    41.26700   80.30000 1286.0    195911 196110   
516440 KUQA                                 CH    41.71700   82.95000 1100.0    198502 999912   
516440 KUQA                                 CH    41.71700   82.95000 1099.0    197602 198502   
516560 KORLA                                CH    41.75000   86.13300  933.0    196003 999912   
517010 SAIK'OLOT'EMA                        CH    40.45000   75.38300 3651.0    197301 999912   
517060 TEJAN                                CH    39.70000   76.35000 9999.9    195608 195709   
517090 KASHI                                CH    39.46667   75.98333 1288.7    196206 999912   
517090 KASHI                                CH    39.51667   75.75000 1289.1    195706 196205   
517090 KASHI                                CH    39.51667   75.75000 1410.6    195511 195705   
517110 AKQI                                 CH    40.93300   78.45000 1986.0    197301 198712   
517160 BACHU                                CH    39.80000   78.56700 1117.0    197301 999912   
517650 TIKANLIK                             CH    40.63300   87.70000  847.0    197301 999912   
517770 RUOQIANG                             CH    39.03333   88.16667  889.1    196202 999912   
517770 RUOQIANG                             CH    39.08333   88.05000  888.3    196001 196201   
517770 RUOQIANG                             CH    39.08333   88.05000  950.0    195512 195912   
518110 SHACHE                               CH    38.43300   77.26700 1232.0    197301 999912   
518280 HOTAN                                CH    37.13333   79.93333 1374.6    196201 999912   
518280 HOTAN                                CH    37.11667   79.91667 1374.6    196001 196112   
518280 HOTAN                                CH    37.05000   79.91667 1381.9    195704 195912   
518390 MINFENG                              CH    37.06700   82.71700 1410.0    197301 198012   
518480 ANDIR                                CH    37.93300   83.65000 1264.0    198002 999912   
518550 QIEMO/QARQAN                         CH    38.15000   85.55000 1248.0    197301 198012   
518860 MANGNAI                              CH    38.35000   90.15000 3139.0    197301 999912   
518860 MANGNAI                              CH    38.36700   90.15000 3139.0    196501 196612   
518950 MANGYA                               CH    37.85000   91.65000 3060.0    195703 196102   
522030 HAMI                                 CH    42.81667   93.51667  737.2    198901 999912   
522030 HAMI                                 CH    42.81667   93.51667  736.9    198301 198812   
522030 HAMI                                 CH    42.81667   93.51667  737.9    196207 198212   
522030 HAMI                                 CH    42.83333   93.45000  767.0    195707 196206   
522030 HAMI                                 CH    42.83333   93.45000  784.2    195701 195706   
522670 EJIN QI                              CH    41.95000  101.06667  940.5    197805 999912   
522670 EJIN QI                              CH    41.98333  101.06667  940.5    197509 197804   
522670 EJIN QI                              CH    41.98333  101.06667  956.0    197201 197508   
522670 EJIN QI                              CH    41.23333  101.56667  957.0    195701 197112   
523230 MAZONG SHAN                          CH    41.80000   97.03300 1770.0    198503 999912   
523230 MAZONG SHAN                          CH    41.63300   96.88300 1767.0    198301 198503   
523230 MAZONG SHAN                          CH    41.63300   96.88300 1964.0    195810 198301   
523910 PANGTAIGTOTOKAI                      CH    41.75000  103.96700 1463.0    196010 197003   
524180 DUNHUANG                             CH    40.15000   94.68333 1139.0    197805 999912   
524180 DUNHUANG                             CH    40.13333   94.78333 1138.7    195704 197804   
524360 YUMENZHEN                            CH    40.26700   97.03300 1527.0    197301 198203   
524950 BAYAN MOD                            CH    40.75000  104.50000 1329.0    197106 999912   
525330 JIUQUAN                              CH    39.76667   98.48333 1477.2    197805 999912   
525330 JIUQUAN                              CH    39.76667   98.51667 1477.0    195801 197804   
525330 JIUQUAN                              CH    39.76667   98.51667 1444.0    195707 195712   
525330 JIUQUAN                              CH    39.83333   98.25000 1542.7    195505 195706   
526020 LENGHU                               CH    38.83300   93.38300 2734.0    195912 999912   
526330 TUOLAIGONGZHUANG                     CH    38.91700   98.21700  609.0    196001 196103   
526520 ZHANGYE                              CH    38.93300  100.43300 1483.0    198503 198701   
526520 ZHANGYE                              CH    38.93300  100.58300 1483.0    195907 198503   
526570 BABAO                                CH    38.18300  100.25000 2700.0    197602 198207   
526810 MINQIN                               CH    38.63300  103.08300 1367.0    198503 999912   
526810 MINQIN                               CH    38.61700  103.10000 1367.0    195703 198503   
527130 DAQAIDAM                             CH    37.85000   95.36700 3174.0    198503 198801   
527130 DAQAIDAM                             CH    37.83300   95.28300 3174.0    197301 198503   
527370 DELINGHA                             CH    37.31700   97.21700 2982.0    198503 999912   
527370 DELINGHA                             CH    37.25000   97.13300 2882.0    197301 198503   
528180 GOLMUD                               CH    36.41667   94.90000 2807.7    197401 999912   
528180 GOLMUD                               CH    36.20000   94.63333 2807.7    197003 197312   
528180 GOLMUD                               CH    36.20000   94.63333 2810.0    197001 197002   
528180 GOLMUD                               CH    36.20000   94.63333 2806.1    195701 196912   
528360 DULAN                                CH    36.30000   98.10000 3191.1    197401 999912   
528360 DULAN                                CH    36.33333   98.03333 3191.1    195701 197312   
528360 DULAN                                CH    36.25000   98.08333 3184.4    195605 195612   
528360 DULAN                                CH    36.25000   98.08333 3400.0    195512 195604   
528560 GONGHE                               CH    36.26700  100.61700 2743.0    197301 198801   
528660 XINING                               CH    36.61667  101.76667 2261.2    197401 999912   
528660 XINING                               CH    36.58333  101.91667 2261.2    196002 197312   
528660 XINING                               CH    36.58333  101.91667 2244.2    195810 196001   
528890 LANCHOU                              CH    36.05000  103.88333 1517.2    195607 999912   
528890 LANCHOU                              CH    36.01667  103.98333 1507.8    195212 195606   
529080 WUDAOLIANG                           CH    35.21700   93.08300 4646.0    197301 198801   
530680 ERENHOT                              CH    43.65000  111.96667  964.7    198206 999912   
530680 ERENHOT                              CH    43.65000  112.00000  964.8    197403 198205   
530680 ERENHOT                              CH    43.73333  112.00000  964.8    197402 197402   
530680 ERENHOT                              CH    43.65000  112.00000  964.8    196502 197401   
530680 ERENHOT                              CH    43.73333  112.00000  964.8    196401 196501   
530680 ERENHOT                              CH    44.21667  111.53333  964.8    195510 196312   
530830 NARAN BOLAG                          CH    44.61700  114.15000 1183.0    198503 999912   
530830 NARAN BOLAG                          CH    44.68300  113.70000 1208.0    197301 198503   
532310 HAILS                                CH    41.45000  106.38300 1510.0    197601 198803   
532760 JURH                                 CH    42.40000  112.90000 1152.0    197301 198803   
532760 JURH                                 CH    42.40000  112.90000 1146.0    195608 195809   
533360 HALIUT                               CH    41.56700  108.51700 1290.0    198503 999912   
533360 HALIUT                               CH    41.66700  108.80000 1290.0    197106 198503   
534200 TAIANCHEN/SHANPA                     CH    40.96700  107.16700 9999.9    195608 196110   
534630 HOHHOT                               CH    40.81667  111.68333 1063.0    195601 999912   
534630 HOHHOT                               CH    40.81667  111.68333 1062.2    195501 195512   
534870 DATONG                               CH    40.10000  113.33300 1069.0    197301 198801   
535020 JARTAI                               CH    39.78300  105.75000 1033.0    197301 198712   
535130 LINHE                                CH    40.76700  107.40000 1041.0    198503 999912   
535130 LINHE                                CH    40.76700  107.40000 1040.0    195901 198503   
535290 OTOG QI/ULAN                         CH    39.10000  107.98300 1381.0    197301 198803   
535430 DONGSHENG                            CH    39.83300  109.98300 1459.0    198503 999912   
535430 DONGSHENG                            CH    39.83300  109.98300 1460.0    196301 198503   
535460 CHASAKOCHI                           CH    39.28300  109.75000 1310.0    195706 196212   
535640 HEQU                                 CH    39.38300  111.15000  861.0    198503 999912   
535640 HEQU                                 CH    39.28300  111.26700  861.0    198010 198503   
535640 HEQU                                 CH    39.28300  111.26700 1035.0    197301 198010   
536140 YINCHUAN                             CH    38.48333  106.21667 1112.5    196801 999912   
536140 YINCHUAN                             CH    38.51667  106.26667 1111.5    195701 196712   
537720 TAIYUAN/WUSU                         CH    37.78333  112.55000  778.3    198610 999912   
537720 TAIYUAN/WUSU                         CH    37.78333  112.55000  777.9    196401 198609   
537720 TAIYUAN/WUSU                         CH    37.80000  112.60000  783.7    195501 196312   
537720 TAIYUAN/WUSU                         CH    37.85000  112.56667  782.9    195412 195412   
537980 XINGTAI                              CH    37.06700  114.50000   78.0    196603 999912   
538210 HUNGTE                               CH    36.76700  107.20000 1322.0    197301 198712   
538450 YAN'AN                               CH    36.60000  109.50000  959.0    196301 999912   
538530 XIXIAN                               CH    36.70000  110.93300 1006.0    197301 198801   
538980 ANYANG/ZHANGDE                       CH    36.11700  114.36700   76.0    197301 198712   
539150 PINGLIANG                            CH    35.55000  106.66667 1348.0    197306 999912   
539150 PINGLIANG                            CH    35.41667  106.63333 1346.6    195701 197305   
539420 LUOCHUAN                             CH    35.75000  109.41700 1000.0    197301 198103   
540120 XIUJIMQIN QI                         CH    44.58300  117.60000  997.0    197301 198803   
540270 LINDONG/BAIRIN ZUOQ                  CH    43.98300  119.40000  485.0    198002 198712   
540940 MUDANJIANG                           CH    44.56700  129.60000  242.0    197301 198712   
541020 HSILINHAOTE                          CH    43.95000  116.06667  997.0    197108 999912   
541020 HSILINHAOTE                          CH    43.85000  116.08333  989.5    195501 197107   
541150 LINXI                                CH    43.60000  118.06700  800.0    197301 197812   
541350 TONGLIAO                             CH    43.60000  122.26700  180.0    195901 999912   
541610 CHANGCHUN                            CH    43.90000  125.21667  236.8    195901 999912   
541610 CHANGCHUN                            CH    43.91667  125.21667  237.6    195701 195812   
541610 CHANGCHUN                            CH    43.86667  125.33333  215.7    195501 195612   
542180 CHIFENG                              CH    42.26700  118.96700  572.0    195612 999912   
542370 FUXIN                                CH    42.00000  121.66700  182.0    197301 198712   
542920 YANJI                                CH    42.88333  129.46667  176.8    195901 999912   
542920 YANJI                                CH    42.90000  129.51666  176.8    195810 195812   
542920 YANJI                                CH    42.90000  129.51666  172.9    195612 195809   
543370 JINZHOU                              CH    41.11700  121.06700   30.0    198301 999912   
543370 JINZHOU                              CH    41.13300  121.11700   55.0    197903 198301   
543370 JINZHOU                              CH    41.13300  121.11700   36.0    196004 197903   
543390 ANSHAN                               CH    41.15000  122.75000   76.0    196006 196110   
543420 SHENYANG                             CH    41.73333  123.45000   42.8    198901 999912   
543420 SHENYANG                             CH    41.76667  123.43333   41.6    195401 198812   
543740 LINJIANG                             CH    41.71700  126.91700  333.0    195911 999912   
544010 ZHANGJIAKOU                          CH    40.78300  114.88300  726.0    197301 999912   
544230 CHENGDE                              CH    40.96700  117.83300  374.0    197301 198910   
544970 DANDONG                              CH    40.08300  124.33300   13.0    198409 999912   
544970 DANDONG                              CH    40.05000  124.33300   14.0    196005 198409   
545110 BEIJING                              CH    39.93333  116.28333   54.0    198101 999912   
545110 BEIJING                              CH    39.80000  116.46667   31.2    197007 198012   
545110 BEIJING                              CH    39.93333  116.26667   53.3    196901 197006   
545110 BEIJING                              CH    39.58333  116.31667   29.4    196501 196812   
