/Row/@Altitude,/Row/@DataSrvTime,/Row/@Dropping,/Row/@East,/Row/@Height,/Row/@Humidity,/Row/@Latitude,/Row/@Longitude,/Row/@North,/Row/@Pressure,/Row/@PtuStatus,/Row/@RadioRxTimePk,/Row/@SoundingIdPk,/Row/@Temperature,/Row/@Up,/Row/@WindDir,/Row/@WindEast,/Row/@WindInterpolated,/Row/@WindNorth,/Row/@WindSpeed
2.000129887,3/12/22 4:01,0,0,32.80930191,95,45.32475,-73.26658,0,1006.05157,0,655.394,99f79896-4ca5-4092-9b15-33b725a0f72f,273.15,0,30,-0.899999976,FALSE,-1.558845686,1.799999952
13.68909304,3/12/22 4:02,0,8.677963585,44.3216615,93.66838,45.32464876,-73.26645837,-10.89677934,1004.36176,0,656.394,99f79896-4ca5-4092-9b15-33b725a0f72f,273.2704,11.68894017,26.43795211,-0.527204016,FALSE,-1.060281577,1.184120389
22.03958185,3/12/22 4:02,0,10.13195498,52.71501471,94.0289459,45.32459222,-73.26643573,-17.04707099,1003.54156,0,657.394,99f79896-4ca5-4092-9b15-33b725a0f72f,273.230164,20.03941822,26.61370423,-0.446646015,FALSE,-0.891398884,0.99703793
29.05979691,3/12/22 4:02,0,9.080889285,59.64368154,94.36814,45.32456687,-73.2664478,-19.82111683,1002.68842,0,658.394,99f79896-4ca5-4092-9b15-33b725a0f72f,273.164856,27.05963013,29.60302648,-0.484738355,FALSE,-0.853188881,0.981275975
34.87643609,3/12/22 4:02,0,7.4984736,65.44488783,94.32285,45.32456663,-73.26646798,-19.84825049,1001.93549,0,659.394,99f79896-4ca5-4092-9b15-33b725a0f72f,273.117371,32.87627185,33.58372401,-0.581153488,FALSE,-0.875245626,1.050616144
39.76405136,3/12/22 4:02,0,7.131777845,70.5155858,94.25007,45.32457324,-73.26647298,-19.123567,1001.3642,0,660.394,99f79896-4ca5-4092-9b15-33b725a0f72f,273.074677,37.76388931,37.3594114,-0.692783637,FALSE,-0.907454961,1.141675818
44.5125374,3/12/22 4:02,0,8.250595018,75.36502297,94.355484,45.32457137,-73.26645895,-19.33981711,1000.77734,0,661.394,99f79896-4ca5-4092-9b15-33b725a0f72f,273.0222,42.51237248,40.81381359,-0.802042652,FALSE,-0.928722589,1.227109638
49.49425998,3/12/22 4:02,0,9.100321963,80.2806584,94.5645,45.32455545,-73.2664482,-21.11122189,1000.10559,0,662.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.9636,47.4940872,44.13089017,-0.906327782,FALSE,-0.934249321,1.301634297
54.44093054,3/12/22 4:02,0,7.771935385,85.18520375,94.7493439,45.32453098,-73.26646514,-23.83099154,999.483032,0,663.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.9018,52.44074896,47.43241142,-1.009008007,FALSE,-0.926777557,1.370041532
59.17393947,3/12/22 4:02,0,4.585772693,89.96019012,94.8446655,45.32451318,-73.26650578,-25.8100846,998.909363,0,664.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.8631,57.17375348,50.72390879,-1.114269541,FALSE,-0.91124285,1.439430492
63.87237046,3/12/22 4:02,0,1.986897439,94.62183279,94.89202,45.32451393,-73.26653893,-25.72588914,998.2771,0,665.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.832428,61.87218726,53.98189186,-1.2215747,FALSE,-0.888115976,1.51029624
68.35291033,3/12/22 4:02,0,1.699055159,99.23057517,94.8791,45.32452733,-73.2665426,-24.23752965,997.726563,0,666.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.8024,66.35273374,57.19700294,-1.329823401,FALSE,-0.857111155,1.582109291
73.03852072,3/12/22 4:02,0,3.567422599,104.092355,94.8524857,45.32453442,-73.26651877,-23.4492076,997.192566,0,667.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.770844,71.03834637,60.3924307,-1.43815258,FALSE,-0.817235699,1.654133317
78.51959015,3/12/22 4:02,0,5.634514019,109.5815146,94.90287,45.32452238,-73.26649241,-24.78733623,996.5207,0,668.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.75058,76.5194086,63.60908388,-1.546431008,FALSE,-0.767349451,1.726347022
84.82713094,3/12/22 4:02,0,5.489229567,115.7094574,95.01945,45.32449179,-73.26649426,-28.18704407,995.6895,0,669.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.721863,82.82693362,66.87196194,-1.655044259,FALSE,-0.706893656,1.799686123
91.35993405,3/12/22 4:02,0,2.132782757,122.0896677,95.10809,45.32445776,-73.26653707,-31.9688417,994.8503,0,670.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.6899,89.35971936,70.16920714,-1.76425953,FALSE,-0.636243799,1.875478036
97.64215367,3/12/22 4:02,0,-3.005348682,128.320063,95.20174,45.3244406,-73.26660261,-33.8762638,994.0869,0,671.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.6507,95.64192924,73.46462315,-1.873655578,FALSE,-0.556260679,1.954484885
103.497823,3/12/22 4:02,0,-7.315969229,134.279966,95.18218,45.32444769,-73.26665759,-33.08881344,993.4013,0,672.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.612457,101.4976014,76.72894737,-1.982188254,FALSE,-0.467512157,2.03657504
109.3104097,3/12/22 4:02,0,-9.026507955,140.1101865,94.95755,45.32446386,-73.2666794,-31.29078299,992.6914,0,673.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.5992,107.3101968,79.95577949,-2.088718923,FALSE,-0.369959908,2.121230085
115.1375776,3/12/22 4:02,0,-8.630483374,145.8513073,94.74443,45.32446599,-73.26667435,-31.05431192,991.92,0,674.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.580353,113.1373662,83.15522002,-2.192545304,FALSE,-0.263183328,2.208284486
120.6683375,3/12/22 4:02,0,-8.345106229,151.3783454,94.53158,45.32444243,-73.26667071,-33.67288354,991.2444,0,675.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.578857,118.6681113,86.33561305,-2.293468606,FALSE,-0.146880518,2.298167125
125.9017666,3/12/22 4:02,0,-10.31715522,156.6556483,94.2797,45.32440467,-73.26669587,-37.86921495,990.6402,0,676.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.563568,123.9015119,89.48947132,-2.391436327,FALSE,-0.021309233,2.391531265
131.0229395,3/12/22 4:02,0,-14.75114308,161.6971533,93.75539,45.32437705,-73.26675242,-40.93950263,989.9637,0,677.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.5937,129.0226571,92.59482905,-2.486062526,FALSE,0.11266661,2.488614202
135.7225225,3/12/22 4:02,0,-19.57128614,166.4224675,92.73001,45.32437445,-73.2668139,-41.22860453,989.3724,0,678.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.6487,133.7222269,95.62837404,-2.576310527,FALSE,0.253897626,2.588791212
140.1126422,3/12/22 4:02,0,-22.502803,170.8524681,91.45064,45.32439222,-73.26685129,-39.25357562,988.8231,0,679.394,99f79896-4ca5-4092-9b15-33b725a0f72f,272.797058,138.1123515,98.58107803,-2.66057864,FALSE,0.401475978,2.690699102
