       UTC_Date       UTC_Time        FltTime         Ascent        GPM_AGL        GPM_MSL        Alt_AGL        Alt_MSL          Press           Temp         RelHum        Mix_Rat             DP         WSpeed          WDirn         Long/E          Lat/N
                      hr:min:s              s          m/min              m              m              m              m            hPa             °C              %           g/kg             °C            m/s              °                              
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      2/10/2022    12:01:47 PM            0.0              0            0.0           38.0            0.0           38.0        1001.99          +2.00          78.60            3.5           -1.3            7.0            225  073°23'18.2"W   44°57'18.7"N
      2/10/2022    12:01:48 PM            1.0            248            1.1           39.1            1.1           39.1        1001.85          +1.29          84.37            3.5           -1.0           10.3            183  073°23'18.2"W   44°57'18.7"N
      2/10/2022    12:01:49 PM            2.0            250            3.8           41.8            3.8           41.8        1001.52          +1.38          87.05            3.7           -0.5           10.4            183  073°23'18.1"W   44°57'18.9"N
      2/10/2022    12:01:50 PM            3.0            251            7.5           45.5            7.5           45.5        1001.05          +1.44          82.64            3.5           -1.2           10.6            182  073°23'18.1"W   44°57'19.1"N
      2/10/2022    12:01:51 PM            4.0            254           12.0           50.0           12.0           50.0        1000.50          +1.44          82.22            3.5           -1.3           10.7            182  073°23'18.0"W   44°57'19.4"N
      2/10/2022    12:01:52 PM            5.0            257           16.8           54.8           16.8           54.8         999.90          +1.39          82.52            3.5           -1.3           10.8            182  073°23'17.9"W   44°57'19.7"N
      2/10/2022    12:01:53 PM            6.0            260           21.7           59.7           21.8           59.8         999.29          +1.36          82.60            3.5           -1.3           11.0            182  073°23'17.9"W   44°57'20.1"N
      2/10/2022    12:01:54 PM            7.0            262           26.8           64.8           26.8           64.8         998.66          +1.36          82.52            3.5           -1.3           11.1            182  073°23'17.8"W   44°57'20.3"N
      2/10/2022    12:01:55 PM            8.0            264           31.6           69.6           31.6           69.6         998.07          +1.30          82.58            3.5           -1.3           11.2            182  073°23'17.8"W   44°57'20.6"N
      2/10/2022    12:01:56 PM            9.0            266           36.2           74.2           36.2           74.2         997.49          +1.30          82.69            3.5           -1.3           11.3            182  073°23'17.7"W   44°57'21.0"N
      2/10/2022    12:01:57 PM           10.0            267           40.9           78.9           40.9           78.9         996.92          +1.30          82.35            3.5           -1.4           11.5            182  073°23'17.6"W   44°57'21.3"N
      2/10/2022    12:01:58 PM           11.0            279           45.5           83.5           45.5           83.5         996.34          +1.29          82.38            3.5           -1.4           11.6            182  073°23'17.6"W   44°57'21.7"N
      2/10/2022    12:01:59 PM           12.0            285           49.9           87.9           49.9           87.9         995.80          +1.23          82.82            3.5           -1.4           11.7            182  073°23'17.6"W   44°57'22.1"N
      2/10/2022    12:02:00 PM           13.0            288           54.5           92.5           54.5           92.5         995.23          +1.15          83.22            3.5           -1.4           11.9            182  073°23'17.5"W   44°57'22.5"N
      2/10/2022    12:02:01 PM           14.0            290           59.3           97.3           59.3           97.3         994.64          +1.09          83.54            3.5           -1.4           12.0            182  073°23'17.6"W   44°57'22.8"N
      2/10/2022    12:02:02 PM           15.0            290           64.3          102.3           64.3          102.3         994.02          +1.02          83.78            3.5           -1.4           12.1            182  073°23'17.6"W   44°57'23.2"N
      2/10/2022    12:02:03 PM           16.0            290           69.3          107.3           69.3          107.3         993.40          +0.99          83.96            3.5           -1.4           12.2            182  073°23'17.6"W   44°57'23.6"N
      2/10/2022    12:02:04 PM           17.0            289           74.2          112.2           74.2          112.2         992.80          +1.01          83.61            3.5           -1.4           12.3            182  073°23'17.6"W   44°57'24.0"N
      2/10/2022    12:02:05 PM           18.0            289           79.1          117.1           79.1          117.1         992.19          +1.00          83.89            3.5           -1.4           12.4            183  073°23'17.6"W   44°57'24.4"N
      2/10/2022    12:02:06 PM           19.0            290           84.1          122.1           84.1          122.1         991.57          +1.01          83.62            3.5           -1.4           12.5            183  073°23'17.6"W   44°57'24.8"N
      2/10/2022    12:02:07 PM           20.0            292           89.1          127.1           89.1          127.1         990.96          +1.00          83.62            3.5           -1.5           12.5            183  073°23'17.6"W   44°57'25.3"N
      2/10/2022    12:02:08 PM           21.0            294           94.0          132.0           94.0          132.0         990.36          +1.00          83.62            3.5           -1.5           12.9            183  073°23'17.6"W   44°57'25.7"N
      2/10/2022    12:02:09 PM           22.0            297           98.8          136.8           98.8          136.8         989.76          +0.96          83.61            3.5           -1.5           13.2            183  073°23'17.7"W   44°57'26.1"N
      2/10/2022    12:02:10 PM           23.0            299          103.7          141.7          103.7          141.7         989.16          +0.94          83.58            3.5           -1.5           13.3            183  073°23'17.7"W   44°57'26.6"N
      2/10/2022    12:02:11 PM           24.0            301          108.5          146.5          108.5          146.5         988.57          +0.94          83.37            3.5           -1.6           13.5            183  073°23'17.7"W   44°57'27.0"N
      2/10/2022    12:02:12 PM           25.0            303          113.4          151.4          113.4          151.4         987.97          +0.94          83.56            3.5           -1.5           13.6            183  073°23'17.8"W   44°57'27.5"N
      2/10/2022    12:02:13 PM           26.0            304          118.3          156.3          118.3          156.3         987.37          +0.92          83.64            3.5           -1.5           13.7            183  073°23'17.8"W   44°57'27.9"N
      2/10/2022    12:02:14 PM           27.0            306          123.1          161.1          123.1          161.1         986.78          +0.80          84.02            3.4           -1.6           13.8            183  073°23'17.8"W   44°57'28.4"N
      2/10/2022    12:02:15 PM           28.0            308          128.0          166.0          128.0          166.0         986.18          +0.71          84.64            3.5           -1.6           13.9            183  073°23'17.7"W   44°57'28.9"N
      2/10/2022    12:02:16 PM           29.0            310          133.0          171.0          133.0          171.0         985.57          +0.73          84.92            3.5           -1.5           13.9            183  073°23'17.7"W   44°57'29.4"N
      2/10/2022    12:02:17 PM           30.0            312          138.1          176.1          138.1          176.1         984.93          +0.63          85.19            3.5           -1.6           14.0            183  073°23'17.6"W   44°57'29.9"N
