       UTC_Date       UTC_Time        FltTime         Ascent        GPM_AGL        GPM_MSL        Alt_AGL        Alt_MSL          Press           Temp         RelHum        Mix_Rat             DP         WSpeed          WDirn         Long/E          Lat/N
                      hr:min:s              s          m/min              m              m              m              m            hPa             °C              %           g/kg             °C            m/s              °                              
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      2/25/2022    12:04:20 PM            0.0              0            0.0           63.0            0.0           63.0        1018.87         -10.80          82.30            1.4          -13.2            0.1            320  073°22'28.4"W   44°18'28.9"N
      2/25/2022    12:04:21 PM            1.0            298            9.1           72.1            9.1           72.1        1017.67         -10.63          68.01            1.1          -15.4            4.0            332  073°22'28.3"W   44°18'28.8"N
      2/25/2022    12:04:22 PM            2.0            297           14.3           77.3           14.3           77.3        1016.97         -10.90          63.47            1.0          -16.5            4.0            332  073°22'28.3"W   44°18'28.7"N
      2/25/2022    12:04:23 PM            3.0            295           19.0           82.0           19.0           82.0        1016.36         -11.01          82.73            1.3          -13.4            4.1            332  073°22'28.2"W   44°18'28.6"N
      2/25/2022    12:04:24 PM            4.0            293           23.2           86.2           23.2           86.2        1015.80         -11.07          83.18            1.3          -13.4            4.1            332  073°22'28.2"W   44°18'28.4"N
      2/25/2022    12:04:25 PM            5.0            291           27.5           90.5           27.5           90.5        1015.23         -11.13          82.72            1.3          -13.5            4.1            332  073°22'28.0"W   44°18'28.3"N
      2/25/2022    12:04:26 PM            6.0            290           31.8           94.8           31.8           94.8        1014.66         -11.18          81.70            1.3          -13.7            4.1            333  073°22'27.9"W   44°18'28.2"N
      2/25/2022    12:04:27 PM            7.0            289           36.3           99.3           36.3           99.3        1014.06         -11.21          81.26            1.3          -13.8            4.2            333  073°22'27.9"W   44°18'28.1"N
      2/25/2022    12:04:28 PM            8.0            288           40.9          103.9           40.9          103.9        1013.46         -11.25          80.81            1.3          -13.9            4.2            334  073°22'27.8"W   44°18'28.0"N
      2/25/2022    12:04:29 PM            9.0            288           45.5          108.5           45.5          108.5        1012.85         -11.28          80.83            1.3          -13.9            4.2            334  073°22'27.7"W   44°18'27.9"N
      2/25/2022    12:04:30 PM           10.0            287           50.0          113.0           50.0          113.0        1012.26         -11.30          80.62            1.3          -14.0            4.2            334  073°22'27.6"W   44°18'27.8"N
      2/25/2022    12:04:31 PM           11.0            274           54.6          117.6           54.6          117.6        1011.65         -11.35          80.62            1.3          -14.0            4.2            335  073°22'27.5"W   44°18'27.7"N
      2/25/2022    12:04:32 PM           12.0            272           59.4          122.4           59.4          122.4        1011.01         -11.40          80.38            1.3          -14.1            4.2            336  073°22'27.4"W   44°18'27.6"N
      2/25/2022    12:04:33 PM           13.0            272           63.9          126.9           63.9          126.9        1010.43         -11.44          80.21            1.3          -14.2            4.2            336  073°22'27.3"W   44°18'27.5"N
      2/25/2022    12:04:34 PM           14.0            273           68.3          131.3           68.4          131.4        1009.84         -11.49          80.15            1.3          -14.2            4.2            337  073°22'27.2"W   44°18'27.4"N
      2/25/2022    12:04:35 PM           15.0            275           72.9          135.9           72.9          135.9        1009.24         -11.52          80.03            1.3          -14.3            4.3            338  073°22'27.1"W   44°18'27.3"N
      2/25/2022    12:04:36 PM           16.0            276           77.4          140.4           77.4          140.4        1008.65         -11.56          80.03            1.3          -14.3            4.3            339  073°22'27.0"W   44°18'27.2"N
      2/25/2022    12:04:37 PM           17.0            276           81.9          144.9           81.9          144.9        1008.05         -11.60          80.13            1.3          -14.3            4.3            340  073°22'26.9"W   44°18'27.1"N
      2/25/2022    12:04:38 PM           18.0            276           86.5          149.5           86.5          149.5        1007.45         -11.64          79.66            1.2          -14.4            4.3            341  073°22'26.8"W   44°18'27.0"N
      2/25/2022    12:04:39 PM           19.0            276           91.1          154.1           91.1          154.1        1006.85         -11.69          80.31            1.2          -14.4            4.3            341  073°22'26.8"W   44°18'26.9"N
      2/25/2022    12:04:40 PM           20.0            276           95.7          158.7           95.7          158.7        1006.24         -11.72          79.92            1.2          -14.5            4.3            342  073°22'26.7"W   44°18'26.7"N
      2/25/2022    12:04:41 PM           21.0            277          100.3          163.3          100.3          163.3        1005.63         -11.76          79.87            1.2          -14.5            4.4            343  073°22'26.6"W   44°18'26.6"N
      2/25/2022    12:04:42 PM           22.0            276          105.0          168.0          105.0          168.0        1005.01         -11.80          79.94            1.2          -14.6            4.3            343  073°22'26.5"W   44°18'26.4"N
      2/25/2022    12:04:43 PM           23.0            277          109.7          172.7          109.7          172.7        1004.40         -11.81          80.11            1.2          -14.5            4.3            344  073°22'26.4"W   44°18'26.3"N
      2/25/2022    12:04:44 PM           24.0            278          114.4          177.4          114.4          177.4        1003.79         -11.86          80.40            1.2          -14.5            4.3            345  073°22'26.3"W   44°18'26.2"N
      2/25/2022    12:04:45 PM           25.0            279          119.0          182.0          119.0          182.0        1003.18         -11.89          80.78            1.2          -14.5            4.3            347  073°22'26.2"W   44°18'26.0"N
      2/25/2022    12:04:46 PM           26.0            279          123.7          186.7          123.7          186.7        1002.57         -11.94          81.17            1.2          -14.5            4.3            349  073°22'26.2"W   44°18'25.9"N
      2/25/2022    12:04:47 PM           27.0            279          128.2          191.2          128.3          191.3        1001.97         -11.97          80.98            1.2          -14.6            4.3            351  073°22'26.1"W   44°18'25.7"N
      2/25/2022    12:04:48 PM           28.0            279          132.9          195.9          132.9          195.9        1001.37         -11.99          80.84            1.2          -14.6            4.3            352  073°22'26.0"W   44°18'25.5"N
      2/25/2022    12:04:49 PM           29.0            279          137.4          200.4          137.5          200.5        1000.76         -12.02          81.04            1.2          -14.6            4.3            354  073°22'26.0"W   44°18'25.4"N
      2/25/2022    12:04:50 PM           30.0            280          142.1          205.1          142.1          205.1        1000.16         -12.05          80.68            1.2          -14.7            4.3            355  073°22'25.9"W   44°18'25.3"N
