        FltTime          Press           Temp         RelHum         WSpeed          WDirn       UTC_Date       UTC_Time         Long/E          Lat/N        GPM_MSL
         2150.0         222.46         -61.38          29.18           54.8            269     2022-03-15       00:47:06  072°05'20.0"W   45°22'21.4"N        10856.0
         2151.0         222.29         -61.36          28.39           54.8            269     2022-03-15       00:47:07  072°05'17.5"W   45°22'21.4"N        10860.6
         2152.0         222.13         -61.34          28.32           54.7            269     2022-03-15       00:47:08  072°05'15.0"W   45°22'21.4"N        10865.1
         2153.0         221.96         -61.33          27.53           54.6            269     2022-03-15       00:47:09  072°05'12.4"W   45°22'21.4"N        10869.7
         2154.0         221.80         -61.33          27.46           54.5            269     2022-03-15       00:47:10  072°05'09.8"W   45°22'21.5"N        10874.3
         2155.0         221.64         -61.34          28.33           54.5            269     2022-03-15       00:47:11  072°05'07.3"W   45°22'21.6"N        10878.9
         2156.0         221.47         -61.35          27.73           54.4            269     2022-03-15       00:47:12  072°05'04.8"W   45°22'21.7"N        10883.5
         2157.0         221.31         -61.37          27.64           54.4            269     2022-03-15       00:47:13  072°05'02.3"W   45°22'21.8"N        10888.1
         2158.0         221.15         -61.38          28.51           54.3            269     2022-03-15       00:47:14  072°04'59.8"W   45°22'21.8"N        10892.5
         2159.0         220.99         -61.37          27.76           54.2            269     2022-03-15       00:47:15  072°04'57.3"W   45°22'21.8"N        10897.0
         2160.0         220.83         -61.36          27.67           54.1            269     2022-03-15       00:47:16  072°04'54.8"W   45°22'21.8"N        10901.6
         2161.0         220.66         -61.35          27.58           54.0            269     2022-03-15       00:47:17  072°04'52.3"W   45°22'21.8"N        10906.2
         2162.0         220.51         -61.31          28.45           54.0            269     2022-03-15       00:47:18  072°04'49.9"W   45°22'21.8"N        10910.6
         2163.0         220.34         -61.24          27.70           53.9            269     2022-03-15       00:47:19  072°04'47.5"W   45°22'21.8"N        10915.2
         2164.0         220.18         -61.17          27.61           53.8            269     2022-03-15       00:47:20  072°04'45.0"W   45°22'21.9"N        10919.8
         2165.0         220.03         -61.11          27.52           53.8            269     2022-03-15       00:47:21  072°04'42.6"W   45°22'22.0"N        10924.1
         2166.0         219.86         -61.05          27.43           53.7            269     2022-03-15       00:47:22  072°04'40.1"W   45°22'22.0"N        10928.7
         2167.0         219.70         -61.01          26.67           53.7            269     2022-03-15       00:47:23  072°04'37.7"W   45°22'22.0"N        10933.3
         2168.0         219.54         -60.97          27.54           53.7            269     2022-03-15       00:47:24  072°04'35.3"W   45°22'22.1"N        10937.9
         2169.0         219.38         -60.92          27.45           53.7            268     2022-03-15       00:47:25  072°04'32.9"W   45°22'22.1"N        10942.5
         2170.0         219.21         -60.82          26.68           53.6            268     2022-03-15       00:47:26  072°04'30.4"W   45°22'22.1"N        10947.3
         2171.0         219.05         -60.70          26.59           53.6            268     2022-03-15       00:47:27  072°04'27.9"W   45°22'22.1"N        10951.8
         2172.0         218.88         -60.58          25.82           53.5            268     2022-03-15       00:47:28  072°04'25.5"W   45°22'22.2"N        10956.4
         2173.0         218.72         -60.50          26.68           53.5            268     2022-03-15       00:47:29  072°04'23.0"W   45°22'22.3"N        10961.0
         2174.0         218.57         -60.43          26.58           53.4            268     2022-03-15       00:47:30  072°04'20.6"W   45°22'22.4"N        10965.4
         2175.0         218.42         -60.40          25.81           53.3            268     2022-03-15       00:47:31  072°04'18.1"W   45°22'22.5"N        10969.8
         2176.0         218.26         -60.37          25.71           53.2            268     2022-03-15       00:47:32  072°04'15.6"W   45°22'22.5"N        10974.2
         2177.0         218.11         -60.35          25.60           53.2            268     2022-03-15       00:47:33  072°04'13.2"W   45°22'22.6"N        10978.6
         2178.0         217.96         -60.34          26.97           53.2            268     2022-03-15       00:47:34  072°04'10.8"W   45°22'22.6"N        10982.7
         2179.0         217.82         -60.33          26.19           53.1            268     2022-03-15       00:47:35  072°04'08.3"W   45°22'22.6"N        10986.9
         2180.0         217.68         -60.33          26.11           53.0            268     2022-03-15       00:47:36  072°04'05.9"W   45°22'22.6"N        10990.9
         2181.0         217.54         -60.34          26.04           53.0            268     2022-03-15       00:47:37  072°04'03.4"W   45°22'22.6"N        10994.9
         2182.0         217.39         -60.35          25.96           52.9            268     2022-03-15       00:47:38  072°04'01.0"W   45°22'22.6"N        10999.1
         2183.0         217.24         -60.37          25.90           52.9            268     2022-03-15       00:47:39  072°03'58.5"W   45°22'22.7"N        11003.3
         2184.0         217.09         -60.39          25.80           52.8            268     2022-03-15       00:47:40  072°03'56.0"W   45°22'22.7"N        11007.7
         2185.0         216.93         -60.42          26.70           52.8            268     2022-03-15       00:47:41  072°03'53.6"W   45°22'22.8"N        11012.2
         2186.0         216.77         -60.45          26.60           52.8            268     2022-03-15       00:47:42  072°03'51.1"W   45°22'22.9"N        11016.8
         2187.0         216.62         -60.48          25.85           52.7            268     2022-03-15       00:47:43  072°03'48.6"W   45°22'23.1"N        11021.2
         2188.0         216.46         -60.50          26.74           52.7            268     2022-03-15       00:47:44  072°03'46.2"W   45°22'23.2"N        11025.8
         2189.0         216.30         -60.50          26.65           52.7            268     2022-03-15       00:47:45  072°03'43.7"W   45°22'23.3"N        11030.4
         2190.0         216.14         -60.49          25.89           52.7            268     2022-03-15       00:47:46  072°03'41.3"W   45°22'23.4"N        11035.0
         2191.0         215.98         -60.47          25.79           52.7            268     2022-03-15       00:47:47  072°03'38.8"W   45°22'23.5"N        11039.5
         2192.0         215.82         -60.44          25.69           52.6            268     2022-03-15       00:47:48  072°03'36.4"W   45°22'23.5"N        11044.3
         2193.0         215.66         -60.43          24.92           52.6            268     2022-03-15       00:47:49  072°03'34.0"W   45°22'23.6"N        11048.9
         2194.0         215.50         -60.41          25.81           52.6            268     2022-03-15       00:47:50  072°03'31.6"W   45°22'23.6"N        11053.5
         2195.0         215.35         -60.42          25.71           52.5            268     2022-03-15       00:47:51  072°03'29.3"W   45°22'23.7"N        11057.9
         2196.0         215.19         -60.44          25.61           52.5            268     2022-03-15       00:47:52  072°03'26.8"W   45°22'23.8"N        11062.5
         2197.0         215.04         -60.47          25.51           52.5            268     2022-03-15       00:47:53  072°03'24.4"W   45°22'23.8"N        11066.8
         2198.0         214.88         -60.50          25.72           52.5            268     2022-03-15       00:47:54  072°03'22.0"W   45°22'23.9"N        11071.4
         2199.0         214.73         -60.52          25.62           52.5            268     2022-03-15       00:47:55  072°03'19.6"W   45°22'24.0"N        11075.8
         2200.0         214.57         -60.55          24.86           52.5            268     2022-03-15       00:47:56  072°03'17.2"W   45°22'24.1"N        11080.4
         2201.0         214.41         -60.57          24.75           52.4            268     2022-03-15       00:47:57  072°03'14.8"W   45°22'24.1"N        11085.0
         2202.0         214.25         -60.57          24.64           52.4            268     2022-03-15       00:47:58  072°03'12.5"W   45°22'24.2"N        11089.8
         2203.0         214.09         -60.55          24.53           52.4            268     2022-03-15       00:47:59  072°03'10.2"W   45°22'24.2"N        11094.4
         2204.0         213.93         -60.49          24.42           52.3            268     2022-03-15       00:48:00  072°03'07.8"W   45°22'24.3"N        11098.9
         2205.0         213.77         -60.33          24.62           52.2            268     2022-03-15       00:48:01  072°03'05.5"W   45°22'24.4"N        11103.5
         2206.0         213.62         -60.14          24.51           52.2            268     2022-03-15       00:48:02  072°03'03.1"W   45°22'24.4"N        11107.9
         2207.0         213.47         -59.96          25.37           52.2            268     2022-03-15       00:48:03  072°03'00.6"W   45°22'24.5"N        11112.3
         2208.0         213.32         -59.83          24.60           52.1            268     2022-03-15       00:48:04  072°02'58.2"W   45°22'24.6"N        11116.9
         2209.0         213.17         -59.70          24.49           52.1            268     2022-03-15       00:48:05  072°02'55.8"W   45°22'24.6"N        11121.3
         2210.0         213.02         -59.62          24.39           52.1            269     2022-03-15       00:48:06  072°02'53.4"W   45°22'24.7"N        11125.6
         2211.0         212.87         -59.55          24.58           52.0            269     2022-03-15       00:48:07  072°02'51.0"W   45°22'24.8"N        11130.0
         2212.0         212.72         -59.50          24.47           52.0            269     2022-03-15       00:48:08  072°02'48.6"W   45°22'24.8"N        11134.4
         2213.0         212.58         -59.46          24.36           52.0            269     2022-03-15       00:48:09  072°02'46.2"W   45°22'24.9"N        11138.6
         2214.0         212.43         -59.43          23.85           52.0            269     2022-03-15       00:48:10  072°02'43.8"W   45°22'24.9"N        11143.0
         2215.0         212.28         -59.40          24.68           52.0            269     2022-03-15       00:48:11  072°02'41.5"W   45°22'24.9"N        11147.4
         2216.0         212.13         -59.38          23.89           52.0            269     2022-03-15       00:48:12  072°02'39.1"W   45°22'24.9"N        11151.8
         2217.0         211.98         -59.38          23.81           52.0            269     2022-03-15       00:48:13  072°02'36.7"W   45°22'25.0"N        11156.1
         2218.0         211.83         -59.37          23.72           52.0            269     2022-03-15       00:48:14  072°02'34.2"W   45°22'25.0"N        11160.5
         2219.0         211.68         -59.38          23.84           52.0            269     2022-03-15       00:48:15  072°02'31.7"W   45°22'25.0"N        11165.1
         2220.0         211.53         -59.38          23.75           52.0            269     2022-03-15       00:48:16  072°02'29.3"W   45°22'25.0"N        11169.5
         2221.0         211.38         -59.37          22.96           51.9            269     2022-03-15       00:48:17  072°02'26.9"W   45°22'25.0"N        11173.9
         2222.0         211.24         -59.37          22.87           51.9            269     2022-03-15       00:48:18  072°02'24.5"W   45°22'25.0"N        11178.1
         2223.0         211.09         -59.38          23.68           51.9            269     2022-03-15       00:48:19  072°02'22.1"W   45°22'25.0"N        11182.4
         2224.0         210.96         -59.39          23.60           51.9            269     2022-03-15       00:48:20  072°02'19.8"W   45°22'25.0"N        11186.4
         2225.0         210.82         -59.39          22.80           51.9            269     2022-03-15       00:48:21  072°02'17.4"W   45°22'25.1"N        11190.6
         2226.0         210.68         -59.39          23.62           51.9            269     2022-03-15       00:48:22  072°02'15.0"W   45°22'25.1"N        11194.8
         2227.0         210.53         -59.39          22.82           51.9            269     2022-03-15       00:48:23  072°02'12.6"W   45°22'25.1"N        11199.0
         2228.0         210.40         -59.39          23.64           51.9            269     2022-03-15       00:48:24  072°02'10.2"W   45°22'25.1"N        11203.0
         2229.0         210.26         -59.40          22.83           51.9            269     2022-03-15       00:48:25  072°02'07.9"W   45°22'25.1"N        11207.2
         2230.0         210.13         -59.41          22.74           51.9            269     2022-03-15       00:48:26  072°02'05.5"W   45°22'25.1"N        11211.1
         2231.0         209.99         -59.42          23.56           51.9            269     2022-03-15       00:48:27  072°02'03.1"W   45°22'25.1"N        11215.1
         2232.0         209.85         -59.43          22.76           51.9            269     2022-03-15       00:48:28  072°02'00.7"W   45°22'25.2"N        11219.3
         2233.0         209.71         -59.44          21.06           51.9            269     2022-03-15       00:48:29  072°01'58.4"W   45°22'25.2"N        11223.5
         2234.0         209.57         -59.46          22.57           51.8            269     2022-03-15       00:48:30  072°01'56.0"W   45°22'25.3"N        11227.7
         2235.0         209.43         -59.48          21.76           51.8            269     2022-03-15       00:48:31  072°01'53.6"W   45°22'25.3"N        11231.9
         2236.0         209.29         -59.51          21.67           51.8            269     2022-03-15       00:48:32  072°01'51.2"W   45°22'25.3"N        11236.1
         2237.0         209.15         -59.53          21.57           51.8            269     2022-03-15       00:48:33  072°01'48.7"W   45°22'25.3"N        11240.2
         2238.0         209.01         -59.56          21.63           51.7            269     2022-03-15       00:48:34  072°01'46.3"W   45°22'25.3"N        11244.4
         2239.0         208.88         -59.59          21.53           51.7            269     2022-03-15       00:48:35  072°01'43.9"W   45°22'25.3"N        11248.4
         2240.0         208.74         -59.62          21.44           51.7            269     2022-03-15       00:48:36  072°01'41.5"W   45°22'25.3"N        11252.4
         2241.0         208.61         -59.66          21.35           51.7            269     2022-03-15       00:48:37  072°01'39.2"W   45°22'25.4"N        11256.4
         2242.0         208.48         -59.69          21.40           51.7            269     2022-03-15       00:48:38  072°01'37.0"W   45°22'25.4"N        11260.2
         2243.0         208.35         -59.72          21.31           51.7            269     2022-03-15       00:48:39  072°01'34.6"W   45°22'25.5"N        11264.2
         2244.0         208.21         -59.75          21.21           51.7            269     2022-03-15       00:48:40  072°01'32.3"W   45°22'25.6"N        11268.3
         2245.0         208.07         -59.78          21.27           51.7            269     2022-03-15       00:48:41  072°01'30.0"W   45°22'25.6"N        11272.5
         2246.0         207.94         -59.82          21.89           51.6            269     2022-03-15       00:48:42  072°01'27.6"W   45°22'25.6"N        11276.5
         2247.0         207.80         -59.86          21.09           51.6            269     2022-03-15       00:48:43  072°01'25.1"W   45°22'25.6"N        11280.7
         2248.0         207.67         -59.89          21.86           51.6            269     2022-03-15       00:48:44  072°01'22.6"W   45°22'25.6"N        11284.7
         2249.0         207.54         -59.93          21.77           51.6            269     2022-03-15       00:48:45  072°01'20.2"W   45°22'25.6"N        11288.7
         2250.0         207.40         -59.96          20.97           51.6            269     2022-03-15       00:48:46  072°01'17.8"W   45°22'25.6"N        11292.7
         2251.0         207.26         -60.00          20.88           51.6            269     2022-03-15       00:48:47  072°01'15.4"W   45°22'25.7"N        11296.8
         2252.0         207.13         -60.03          20.78           51.7            268     2022-03-15       00:48:48  072°01'13.1"W   45°22'25.7"N        11301.0
         2253.0         206.99         -60.07          21.55           51.6            268     2022-03-15       00:48:49  072°01'10.8"W   45°22'25.8"N        11305.2
         2254.0         206.85         -60.11          20.76           51.6            268     2022-03-15       00:48:50  072°01'08.5"W   45°22'25.8"N        11309.4
         2255.0         206.70         -60.15          21.53           51.6            268     2022-03-15       00:48:51  072°01'06.1"W   45°22'25.8"N        11313.8
         2256.0         206.56         -60.18          21.44           51.5            268     2022-03-15       00:48:52  072°01'03.8"W   45°22'25.8"N        11318.2
         2257.0         206.42         -60.20          20.64           51.5            268     2022-03-15       00:48:53  072°01'01.4"W   45°22'25.8"N        11322.3
         2258.0         206.28         -60.22          20.55           51.4            268     2022-03-15       00:48:54  072°00'59.0"W   45°22'25.8"N        11326.5
         2259.0         206.14         -60.23          20.45           51.4            268     2022-03-15       00:48:55  072°00'56.6"W   45°22'25.9"N        11330.7
         2260.0         206.01         -60.26          20.19           51.4            268     2022-03-15       00:48:56  072°00'54.1"W   45°22'25.9"N        11334.7
         2261.0         205.87         -60.29          20.06           51.5            268     2022-03-15       00:48:57  072°00'51.7"W   45°22'26.0"N        11338.9
         2262.0         205.73         -60.32          20.87           51.6            268     2022-03-15       00:48:58  072°00'49.3"W   45°22'26.0"N        11343.1
         2263.0         205.59         -60.34          20.74           51.6            268     2022-03-15       00:48:59  072°00'47.0"W   45°22'26.1"N        11347.3
         2264.0         205.44         -60.33          19.96           51.6            268     2022-03-15       00:49:00  072°00'44.6"W   45°22'26.2"N        11351.8
         2265.0         205.29         -60.30          20.76           51.6            268     2022-03-15       00:49:01  072°00'42.3"W   45°22'26.3"N        11356.4
         2266.0         205.15         -60.26          20.64           51.6            268     2022-03-15       00:49:02  072°00'40.0"W   45°22'26.4"N        11360.8
         2267.0         205.00         -60.21          20.52           51.5            268     2022-03-15       00:49:03  072°00'37.6"W   45°22'26.5"N        11365.4
         2268.0         204.85         -60.16          20.68           51.4            268     2022-03-15       00:49:04  072°00'35.3"W   45°22'26.6"N        11370.0
         2269.0         204.70         -60.11          20.56           51.3            267     2022-03-15       00:49:05  072°00'32.9"W   45°22'26.7"N        11374.4
         2270.0         204.56         -60.07          21.38           51.3            267     2022-03-15       00:49:06  072°00'30.5"W   45°22'26.8"N        11378.7
         2271.0         204.41         -60.03          21.26           51.2            267     2022-03-15       00:49:07  072°00'28.1"W   45°22'26.9"N        11383.1
         2272.0         204.28         -60.00          21.15           51.2            267     2022-03-15       00:49:08  072°00'25.7"W   45°22'26.9"N        11387.3
         2273.0         204.14         -59.98          21.32           51.2            267     2022-03-15       00:49:09  072°00'23.3"W   45°22'27.0"N        11391.5
         2274.0         204.01         -59.97          21.21           51.2            267     2022-03-15       00:49:10  072°00'21.0"W   45°22'27.1"N        11395.5
         2275.0         203.88         -59.93          22.04           51.2            267     2022-03-15       00:49:11  072°00'18.7"W   45°22'27.2"N        11399.5
         2276.0         203.74         -59.87          21.29           51.2            267     2022-03-15       00:49:12  072°00'16.3"W   45°22'27.4"N        11403.7
         2277.0         203.61         -59.82          21.33           51.2            267     2022-03-15       00:49:13  072°00'14.0"W   45°22'27.4"N        11407.8
         2278.0         203.47         -59.79          20.92           51.2            267     2022-03-15       00:49:14  072°00'11.6"W   45°22'27.5"N        11412.0
         2279.0         203.33         -59.77          21.75           51.1            267     2022-03-15       00:49:15  072°00'09.3"W   45°22'27.5"N        11416.2
         2280.0         203.19         -59.77          21.67           51.1            267     2022-03-15       00:49:16  072°00'06.9"W   45°22'27.6"N        11420.6
         2281.0         203.06         -59.77          21.82           51.0            266     2022-03-15       00:49:17  072°00'04.4"W   45°22'27.6"N        11424.8
         2282.0         202.91         -59.76          21.73           51.0            266     2022-03-15       00:49:18  072°00'02.1"W   45°22'27.7"N        11429.2
         2283.0         202.77         -59.75          22.58           51.0            266     2022-03-15       00:49:19  071°59'59.7"W   45°22'27.9"N        11433.5
         2284.0         202.62         -59.73          22.50           50.9            266     2022-03-15       00:49:20  071°59'57.4"W   45°22'28.0"N        11438.1
         2285.0         202.47         -59.71          21.72           50.9            266     2022-03-15       00:49:21  071°59'55.1"W   45°22'28.1"N        11442.7
         2286.0         202.32         -59.67          22.57           50.9            266     2022-03-15       00:49:22  071°59'52.7"W   45°22'28.2"N        11447.3
         2287.0         202.18         -59.64          23.43           50.9            266     2022-03-15       00:49:23  071°59'50.4"W   45°22'28.3"N        11451.7
         2288.0         202.04         -59.61          21.72           50.9            266     2022-03-15       00:49:24  071°59'48.1"W   45°22'28.4"N        11456.1
         2289.0         201.91         -59.57          22.57           50.8            266     2022-03-15       00:49:25  071°59'45.8"W   45°22'28.5"N        11460.2
         2290.0         201.78         -59.53          22.49           50.8            266     2022-03-15       00:49:26  071°59'43.5"W   45°22'28.7"N        11464.2
         2291.0         201.65         -59.47          21.71           50.8            266     2022-03-15       00:49:27  071°59'41.2"W   45°22'28.8"N        11468.2
         2292.0         201.52         -59.39          22.57           50.7            266     2022-03-15       00:49:28  071°59'38.9"W   45°22'28.9"N        11472.2
         2293.0         201.39         -59.32          22.49           50.7            266     2022-03-15       00:49:29  071°59'36.5"W   45°22'29.0"N        11476.2
         2294.0         201.26         -59.26          21.71           50.7            266     2022-03-15       00:49:30  071°59'34.2"W   45°22'29.2"N        11480.2
         2295.0         201.13         -59.22          21.62           50.7            266     2022-03-15       00:49:31  071°59'31.9"W   45°22'29.3"N        11484.4
         2296.0         200.99         -59.19          22.47           50.6            266     2022-03-15       00:49:32  071°59'29.6"W   45°22'29.4"N        11488.5
         2297.0         200.86         -59.18          22.39           50.6            266     2022-03-15       00:49:33  071°59'27.2"W   45°22'29.6"N        11492.7
         2298.0         200.73         -59.17          21.61           50.6            266     2022-03-15       00:49:34  071°59'24.9"W   45°22'29.7"N        11496.9
         2299.0         200.59         -59.15          22.45           50.5            266     2022-03-15       00:49:35  071°59'22.6"W   45°22'29.8"N        11501.1
         2300.0         200.46         -59.11          20.75           50.5            266     2022-03-15       00:49:36  071°59'20.3"W   45°22'29.9"N        11505.1
         2301.0         200.34         -59.07          21.58           50.4            265     2022-03-15       00:49:37  071°59'17.9"W   45°22'30.0"N        11509.1
         2302.0         200.21         -59.03          21.50           50.4            265     2022-03-15       00:49:38  071°59'15.6"W   45°22'30.2"N        11513.1
         2303.0         200.08         -58.98          20.71           50.4            265     2022-03-15       00:49:39  071°59'13.3"W   45°22'30.3"N        11517.0
         2304.0         199.95         -58.93          21.54           50.4            265     2022-03-15       00:49:40  071°59'11.0"W   45°22'30.4"N        11521.2
         2305.0         199.82         -58.89          21.46           50.3            265     2022-03-15       00:49:41  071°59'08.8"W   45°22'30.5"N        11525.4
         2306.0         199.68         -58.85          21.37           50.3            265     2022-03-15       00:49:42  071°59'06.4"W   45°22'30.7"N        11529.8
         2307.0         199.54         -58.82          21.29           50.3            265     2022-03-15       00:49:43  071°59'04.1"W   45°22'30.8"N        11534.2
         2308.0         199.39         -58.80          20.72           50.2            265     2022-03-15       00:49:44  071°59'01.8"W   45°22'30.9"N        11538.8
         2309.0         199.25         -58.77          21.33           50.2            265     2022-03-15       00:49:45  071°58'59.5"W   45°22'31.1"N        11543.1
         2310.0         199.11         -58.74          20.55           50.2            265     2022-03-15       00:49:46  071°58'57.2"W   45°22'31.2"N        11547.5
         2311.0         198.97         -58.74          21.37           50.2            265     2022-03-15       00:49:47  071°58'54.8"W   45°22'31.4"N        11551.9
         2312.0         198.83         -58.75          21.29           50.1            265     2022-03-15       00:49:48  071°58'52.5"W   45°22'31.5"N        11556.3
         2313.0         198.70         -58.75          20.52           50.1            265     2022-03-15       00:49:49  071°58'50.2"W   45°22'31.7"N        11560.5
         2314.0         198.56         -58.76          21.34           50.1            265     2022-03-15       00:49:50  071°58'47.9"W   45°22'31.8"N        11564.9
         2315.0         198.42         -58.76          21.26           50.1            265     2022-03-15       00:49:51  071°58'45.6"W   45°22'31.9"N        11569.3
         2316.0         198.29         -58.77          21.18           50.0            265     2022-03-15       00:49:52  071°58'43.3"W   45°22'32.1"N        11573.6
         2317.0         198.15         -58.79          20.41           50.0            265     2022-03-15       00:49:53  071°58'41.1"W   45°22'32.2"N        11577.8
         2318.0         198.01         -58.81          21.22           49.9            265     2022-03-15       00:49:54  071°58'38.8"W   45°22'32.4"N        11582.2
         2319.0         197.88         -58.82          21.14           49.8            266     2022-03-15       00:49:55  071°58'36.4"W   45°22'32.5"N        11586.4
         2320.0         197.75         -58.83          20.37           49.7            266     2022-03-15       00:49:56  071°58'34.1"W   45°22'32.7"N        11590.6
         2321.0         197.63         -58.84          20.28           49.7            266     2022-03-15       00:49:57  071°58'31.8"W   45°22'32.8"N        11594.6
         2322.0         197.49         -58.85          21.09           49.7            266     2022-03-15       00:49:58  071°58'29.6"W   45°22'33.0"N        11598.7
         2323.0         197.36         -58.86          20.32           49.7            266     2022-03-15       00:49:59  071°58'27.2"W   45°22'33.1"N        11602.9
         2324.0         197.23         -58.85          20.23           49.7            266     2022-03-15       00:50:00  071°58'24.9"W   45°22'33.2"N        11607.1
         2325.0         197.10         -58.81          19.46           49.7            266     2022-03-15       00:50:01  071°58'22.7"W   45°22'33.4"N        11611.3
         2326.0         196.97         -58.79          19.36           49.7            266     2022-03-15       00:50:02  071°58'20.4"W   45°22'33.6"N        11615.5
         2327.0         196.84         -58.79          20.16           49.6            266     2022-03-15       00:50:03  071°58'18.2"W   45°22'33.7"N        11619.7
         2328.0         196.70         -58.80          19.38           49.5            266     2022-03-15       00:50:04  071°58'15.9"W   45°22'33.9"N        11623.9
         2329.0         196.57         -58.81          19.29           49.4            266     2022-03-15       00:50:05  071°58'13.6"W   45°22'34.0"N        11628.0
         2330.0         196.44         -58.85          20.07           49.4            266     2022-03-15       00:50:06  071°58'11.4"W   45°22'34.0"N        11632.2
         2331.0         196.31         -58.88          19.99           49.4            267     2022-03-15       00:50:07  071°58'09.2"W   45°22'34.1"N        11636.4
         2332.0         196.17         -58.92          19.90           49.4            267     2022-03-15       00:50:08  071°58'06.9"W   45°22'34.2"N        11640.8
         2333.0         196.04         -58.93          19.13           49.4            267     2022-03-15       00:50:09  071°58'04.6"W   45°22'34.3"N        11645.0
         2334.0         195.91         -58.91          19.91           49.3            267     2022-03-15       00:50:10  071°58'02.3"W   45°22'34.5"N        11649.4
         2335.0         195.77         -58.86          18.88           49.3            267     2022-03-15       00:50:11  071°58'00.0"W   45°22'34.6"N        11653.7
         2336.0         195.63         -58.78          18.75           49.2            267     2022-03-15       00:50:12  071°57'57.8"W   45°22'34.7"N        11658.3
         2337.0         195.48         -58.69          19.56           49.2            267     2022-03-15       00:50:13  071°57'55.5"W   45°22'34.8"N        11662.9
         2338.0         195.34         -58.58          18.80           49.1            268     2022-03-15       00:50:14  071°57'53.3"W   45°22'34.8"N        11667.5
         2339.0         195.20         -58.48          18.67           49.1            268     2022-03-15       00:50:15  071°57'51.1"W   45°22'34.8"N        11672.1
         2340.0         195.06         -58.39          19.48           49.1            268     2022-03-15       00:50:16  071°57'48.9"W   45°22'34.9"N        11676.7
         2341.0         194.91         -58.33          19.36           49.0            268     2022-03-15       00:50:17  071°57'46.7"W   45°22'34.9"N        11681.2
         2342.0         194.77         -58.31          18.59           49.0            268     2022-03-15       00:50:18  071°57'44.4"W   45°22'34.9"N        11685.8
         2343.0         194.62         -58.30          18.76           49.0            268     2022-03-15       00:50:19  071°57'42.0"W   45°22'35.0"N        11690.6
         2344.0         194.48         -58.31          18.64           49.0            269     2022-03-15       00:50:20  071°57'39.8"W   45°22'35.0"N        11695.2
         2345.0         194.33         -58.32          19.15           49.0            269     2022-03-15       00:50:21  071°57'37.5"W   45°22'35.1"N        11700.0
         2346.0         194.19         -58.34          19.33           49.0            269     2022-03-15       00:50:22  071°57'35.2"W   45°22'35.2"N        11704.8
         2347.0         194.05         -58.36          19.21           49.0            269     2022-03-15       00:50:23  071°57'33.0"W   45°22'35.2"N        11709.3
         2348.0         193.90         -58.39          18.46           49.0            269     2022-03-15       00:50:24  071°57'30.9"W   45°22'35.2"N        11714.1
         2349.0         193.75         -58.41          18.33           49.0            269     2022-03-15       00:50:25  071°57'28.7"W   45°22'35.2"N        11718.9
         2350.0         193.60         -58.43          19.14           49.1            269     2022-03-15       00:50:26  071°57'26.4"W   45°22'35.2"N        11723.7
         2351.0         193.46         -58.45          19.02           49.1            270     2022-03-15       00:50:27  071°57'24.1"W   45°22'35.2"N        11728.3
         2352.0         193.32         -58.45          19.21           49.1            270     2022-03-15       00:50:28  071°57'21.8"W   45°22'35.2"N        11732.9
         2353.0         193.19         -58.45          19.10           49.1            270     2022-03-15       00:50:29  071°57'19.5"W   45°22'35.2"N        11737.0
         2354.0         193.06         -58.46          18.98           49.1            270     2022-03-15       00:50:30  071°57'17.2"W   45°22'35.2"N        11741.2
         2355.0         192.94         -58.46          19.17           49.1            270     2022-03-15       00:50:31  071°57'15.0"W   45°22'35.1"N        11745.2
         2356.0         192.82         -58.47          19.05           49.1            270     2022-03-15       00:50:32  071°57'12.8"W   45°22'35.1"N        11749.2
         2357.0         192.70         -58.46          18.93           49.1            270     2022-03-15       00:50:33  071°57'10.6"W   45°22'35.1"N        11753.2
         2358.0         192.57         -58.43          18.17           49.1            270     2022-03-15       00:50:34  071°57'08.4"W   45°22'35.1"N        11757.2
         2359.0         192.45         -58.39          18.05           49.2            270     2022-03-15       00:50:35  071°57'06.1"W   45°22'35.1"N        11761.1
         2360.0         192.33         -58.33          19.81           49.3            270     2022-03-15       00:50:36  071°57'03.8"W   45°22'35.0"N        11765.1
         2361.0         192.21         -58.24          18.12           49.3            270     2022-03-15       00:50:37  071°57'01.6"W   45°22'35.0"N        11769.1
         2362.0         192.08         -58.17          18.93           49.3            270     2022-03-15       00:50:38  071°56'59.4"W   45°22'34.9"N        11773.3
         2363.0         191.95         -58.14          18.17           49.3            271     2022-03-15       00:50:39  071°56'57.1"W   45°22'34.8"N        11777.5
         2364.0         191.83         -58.12          18.05           49.3            271     2022-03-15       00:50:40  071°56'54.8"W   45°22'34.8"N        11781.7
         2365.0         191.70         -58.12          18.84           49.2            271     2022-03-15       00:50:41  071°56'52.5"W   45°22'34.8"N        11785.9
         2366.0         191.57         -58.14          18.08           49.2            271     2022-03-15       00:50:42  071°56'50.2"W   45°22'34.8"N        11790.0
         2367.0         191.45         -58.16          17.96           49.2            271     2022-03-15       00:50:43  071°56'48.0"W   45°22'34.8"N        11794.0
         2368.0         191.32         -58.17          17.19           49.3            271     2022-03-15       00:50:44  071°56'45.7"W   45°22'34.8"N        11798.4
         2369.0         191.18         -58.19          17.97           49.3            271     2022-03-15       00:50:45  071°56'43.4"W   45°22'34.7"N        11803.0
         2370.0         191.03         -58.18          17.21           49.3            271     2022-03-15       00:50:46  071°56'41.1"W   45°22'34.7"N        11807.8
