/Row/@Altitude,/Row/@DataSrvTime,/Row/@Dropping,/Row/@East,/Row/@Height,/Row/@Humidity,/Row/@Latitude,/Row/@Longitude,/Row/@North,/Row/@Pressure,/Row/@PtuStatus,/Row/@RadioRxTimePk,/Row/@SoundingIdPk,/Row/@Temperature,/Row/@Up,/Row/@WindDir,/Row/@WindEast,/Row/@WindInterpolated,/Row/@WindNorth,/Row/@WindSpeed
9.004577848,3/1/22 17:01,0,0,39.56870783,64.3,45.21293,-73.28541,0,1010.8573,0,1232.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,268.35,0,153,-1.134976249,FALSE,2.22751631,2.5
9.749860346,3/1/22 17:01,0,-15.23361683,42.49459994,65.99817,45.21364469,-73.28479963,18.90742779,1009.75256,0,1233.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,268.750366,0.745216012,155.2947032,-0.96352914,FALSE,2.094352566,2.305363545
21.67759326,3/1/22 17:01,0,-27.05280896,52.69792098,64.6512,45.21415848,-73.28459868,49.56551194,1009.19373,0,1245.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,268.287933,12.67275645,159.4353926,-2.105924928,FALSE,5.613248199,5.995287745
28.49327761,3/1/22 17:01,0,-31.29740572,59.25436497,64.52084,45.21424613,-73.28465271,59.3072499,1008.30621,0,1246.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,268.2541,19.4883433,159.5002851,-2.235683073,FALSE,5.979696719,6.383968331
35.90077895,3/1/22 17:02,0,-35.01789451,66.43085656,64.0221,45.21431774,-73.28470008,67.26597574,1007.33209,0,1247.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,268.202881,26.89575362,159.5557285,-2.365332225,FALSE,6.345175751,6.77170967
43.13122417,3/1/22 17:02,0,-37.53478356,73.69062989,63.1292572,45.21437761,-73.28473212,73.91887116,1006.45734,0,1248.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,268.1542,34.1261131,159.6026464,-2.494425917,FALSE,6.708257508,7.1570161
50.34792015,3/1/22 17:02,0,-39.19148755,80.93861507,62.5346947,45.21444672,-73.28475321,81.6005255,1005.58228,0,1249.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,268.1135,41.34269938,159.6470696,-2.62199266,FALSE,7.06809322,7.538752368
57.65421862,3/1/22 17:02,0,-41.85784298,88.21609475,62.5256767,45.21454177,-73.28478715,92.1636678,1004.64954,0,1250.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,268.052368,48.64882847,159.6986157,-2.746431608,FALSE,7.424018141,7.915739506
64.98865288,3/1/22 17:02,0,-46.41962725,95.38330749,62.73515,45.21464917,-73.28484522,104.1003034,1003.67755,0,1251.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.99234,55.98304605,159.7675041,-2.865678342,FALSE,7.775075089,8.286368625
71.7772835,3/1/22 17:02,0,-51.66988993,102.1069687,62.7979,45.21474752,-73.28491206,115.0305625,1002.78717,0,1252.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.932617,62.77145547,159.8610257,-2.977648153,FALSE,8.119687521,8.648451535
77.81836014,3/1/22 17:02,0,-55.71620652,108.2262366,62.5548935,45.21483167,-73.28496357,124.3832957,1002.01746,0,1253.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.876251,68.81232843,159.9803567,-3.080959354,FALSE,8.45584502,8.999645857
83.34154254,3/1/22 17:02,0,-58.01910239,113.9759878,62.0224876,45.21491505,-73.28499289,133.649398,1001.36627,0,1254.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.845459,74.33530146,160.121252,-3.175250815,FALSE,8.781709457,9.338128224
89.11939246,3/1/22 17:02,0,-59.67713237,119.8242432,61.8753548,45.2150092,-73.285014,144.1137015,1000.63873,0,1255.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.799225,80.11290253,160.2793372,-3.260643969,FALSE,9.09628766,9.663035149
95.34423853,3/1/22 17:02,0,-62.66670531,126.0125371,62.1651039,45.21511199,-73.28505206,155.5376228,999.834,0,1256.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.740265,86.33744832,160.4552026,-3.336900695,FALSE,9.399754073,9.974481584
101.9244264,3/1/22 17:02,0,-67.21370721,132.4017616,62.3952522,45.21520969,-73.28510994,166.3952851,998.956238,0,1257.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.6798,92.9173187,160.653483,-3.40326724,FALSE,9.692971001,10.27306745
108.2263487,3/1/22 17:02,0,-71.43406469,138.5705918,62.3323936,45.21529588,-73.28516367,175.975456,998.1233,0,1258.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.615417,99.21894309,160.8773809,-3.459093899,FALSE,9.976527842,10.55918739
113.7926771,3/1/22 17:02,0,-74.58270454,144.2590659,62.1503944,45.21537957,-73.28520375,185.2767264,997.4479,0,1259.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.56546,104.7849714,161.1259206,-3.504282375,FALSE,10.25030086,10.83275877
119.0566587,3/1/22 17:02,0,-78.39656591,149.6772383,62.1367073,45.21547081,-73.28525231,195.4169507,996.800537,0,1260.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.518341,110.0485997,161.3963107,-3.539094242,FALSE,10.51396622,11.09363212
124.51411,3/1/22 17:02,0,-83.88306713,155.2175121,62.5317841,45.21556846,-73.28532215,206.2701706,996.073,0,1261.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.470978,115.5056351,161.6875011,-3.563634347,FALSE,10.76755495,11.34194557
130.3633927,3/1/22 17:02,0,-90.28385472,161.242425,63.1057625,45.21566375,-73.28540364,216.860604,995.3574,0,1262.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.414673,121.3544806,162.0000735,-3.577851379,FALSE,11.01154232,11.57821596
137.227953,3/1/22 17:02,0,-96.33300644,168.0616387,63.5613441,45.21574803,-73.28548065,226.2275029,994.5078,0,1263.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.3496,128.2186333,162.3330914,-3.582047821,FALSE,11.24646089,11.80313303
144.9572352,3/1/22 17:02,0,-100.8966967,175.5666838,63.88799,45.21582438,-73.28553874,234.7128003,993.5021,0,1264.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.270447,135.9475437,162.6833934,-3.577003469,FALSE,11.47272306,12.0174177
152.80651,3/1/22 17:02,0,-103.331306,183.2433119,64.13571,45.21590923,-73.28556974,244.1432369,992.5199,0,1265.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.201721,143.796423,163.0474926,-3.563647825,FALSE,11.69081706,12.22189794
160.2975752,3/1/22 17:02,0,-104.4654095,190.4914192,64.41219,45.21601876,-73.28558418,256.3168626,991.5061,0,1266.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.13092,151.2869813,163.4235575,-3.542681991,FALSE,11.90156166,12.41763929
166.6049435,3/1/22 17:02,0,-106.6140778,196.8186237,64.66797,45.2161549,-73.28561153,271.4471543,990.6724,0,1267.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,267.055176,157.5936763,163.8100933,-3.514772173,FALSE,12.10588473,12.60579503
171.7364458,3/1/22 17:02,0,-111.2103588,202.4002513,64.83085,45.21630172,-73.28567005,287.7648633,990.1639,0,1268.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.996033,162.724382,164.2028005,-3.481139923,FALSE,12.30438316,12.78734453
177.2463048,3/1/22 17:02,0,-117.375793,208.1041983,64.99895,45.21643473,-73.28574854,302.5485562,989.4722,0,1269.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.937927,168.2334552,164.593938,-3.44367077,FALSE,12.49700329,12.96279135
183.7388314,3/1/22 17:02,0,-123.0300746,214.4560738,65.23464,45.21654121,-73.28582052,314.3823736,988.573059,0,1270.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.870819,174.7253151,164.9765857,-3.404082771,FALSE,12.68347482,13.13233844
190.6809755,3/1/22 17:02,0,-126.6288702,221.3104923,65.5204239,45.21663097,-73.28586634,324.3586017,987.690552,0,1271.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.8092,181.6668948,165.3468336,-3.36352521,FALSE,12.86382529,13.29628906
197.8302427,3/1/22 17:02,0,-128.1150286,228.3815175,65.58842,45.21672547,-73.28588526,334.8622528,986.785,0,1272.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.7373,188.8155854,165.70375,-3.322581265,FALSE,13.03857099,13.45525472
204.9227699,3/1/22 17:02,0,-128.9144341,235.4905014,65.58169,45.21684266,-73.28589543,347.8865009,985.8925,0,1273.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.6723,195.9073879,166.0481313,-3.281448334,FALSE,13.20842956,13.60994175
212.0391244,3/1/22 17:02,0,-130.7002328,242.6246888,65.83678,45.21698618,-73.28591817,363.8387581,985.0071,0,1274.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.608429,203.0228038,166.3801757,-3.240346948,FALSE,13.37374075,13.76069729
219.208847,3/1/22 17:02,0,-133.5013416,249.8789188,66.38438,45.21714554,-73.28595383,381.5495462,984.15094,0,1275.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.543732,210.1914275,166.6982838,-3.199744839,FALSE,13.53406247,13.90716413
226.7561483,3/1/22 17:02,0,-135.8960408,257.3422047,66.90986,45.21730443,-73.28598432,399.2095993,983.1794,0,1276.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.464172,217.7376011,166.9990453,-3.160503427,FALSE,13.68860372,14.04872427
234.4074407,3/1/22 17:02,0,-137.1322536,264.8120705,67.2283,45.21744665,-73.28600006,415.0161901,982.1673,0,1277.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.386017,225.387867,167.2785426,-3.123720338,FALSE,13.83687631,14.18508988
241.5503737,3/1/22 17:02,0,-138.0006984,271.9206873,67.0516,45.21756315,-73.28601112,427.964907,981.2759,0,1278.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.319275,232.5299341,167.5340047,-3.090474213,FALSE,13.97948673,14.31702064
248.0688219,3/1/22 17:02,0,-139.925087,278.5868574,66.82143,45.2176605,-73.28603562,438.7844841,980.533936,0,1279.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.26593,239.0476074,167.7646653,-3.061513554,FALSE,14.11790331,14.44603957
254.5202718,3/1/22 17:02,0,-143.83448,284.977749,66.78937,45.21775698,-73.28608539,449.5080498,979.714,0,1280.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.221039,245.4982179,167.9714008,-3.037077986,FALSE,14.25334122,14.57331735
260.6958006,3/1/22 17:02,0,-149.3419024,290.9769726,66.80386,45.21787126,-73.28615551,462.2092017,978.879,0,1281.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.163666,251.6727022,168.1565885,-3.016685911,FALSE,14.38560195,14.6985012
265.9704943,3/1/22 17:02,0,-154.828087,296.2853629,66.6691,45.21801065,-73.28622535,477.7024388,978.2424,0,1282.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.116364,256.946113,168.3233602,-2.999426877,FALSE,14.51348112,14.82017867
270.5125343,3/1/22 17:02,0,-158.6298967,300.8608856,66.50558,45.21817012,-73.28627375,495.4259456,977.6695,0,1283.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.071564,261.4867009,168.474606,-2.984349736,FALSE,14.6353427,14.93651898
274.4063371,3/1/22 17:02,0,-160.1131366,304.8400058,66.7894745,45.21833567,-73.28629264,513.8258824,977.157532,0,1284.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,266.02478,265.3790112,168.613575,-2.970661781,FALSE,14.75087738,15.04703343
277.8901059,3/1/22 17:02,0,-159.8370206,308.5265653,67.25933,45.21849104,-73.28628913,531.093906,976.762451,0,1285.893,9fe3a73a-a4b5-496e-a77a-83f8dc7da212,265.988739,268.8613787,168.7423659,-2.958216534,FALSE,14.86160976,15.15316764
