/Row/@Altitude,/Row/@DataSrvTime,/Row/@Dropping,/Row/@East,/Row/@Height,/Row/@Humidity,/Row/@Latitude,/Row/@Longitude,/Row/@North,/Row/@Pressure,/Row/@PtuStatus,/Row/@RadioRxTimePk,/Row/@SoundingIdPk,/Row/@Temperature,/Row/@Up,/Row/@WindDir,/Row/@WindEast,/Row/@WindInterpolated,/Row/@WindNorth,/Row/@WindSpeed
39.00124689,3/6/22 16:01,0,0,69.00056078,93,45.70474,-72.64395,0,998.5478,0,621.564,f250f8b8-190e-4cc8-8dfd-4a9ddaf16bd2,275.25,0,115,-0.63441544,FALSE,0.295832778,0.699999988
52.8394236,3/6/22 16:02,0,-2.236944705,82.42479295,100,45.70479426,-72.64397681,7.670070186,996.4244,0,622.564,f250f8b8-190e-4cc8-8dfd-4a9ddaf16bd2,275.0473,13.83816957,171.5920601,-0.145644002,FALSE,0.985354361,0.996059934
60.5841236,3/6/22 16:02,0,-1.285998467,90.3217432,100,45.70480768,-72.64396389,9.77393046,995.771057,0,623.564,f250f8b8-190e-4cc8-8dfd-4a9ddaf16bd2,275.163361,21.58286832,182.6255241,0.061648102,FALSE,1.344380504,1.345793234
65.93147846,3/6/22 16:02,0,0.791266002,96.02387524,100,45.70481074,-72.64393698,10.31373727,995.2848,0,624.564,f250f8b8-190e-4cc8-8dfd-4a9ddaf16bd2,275.2741,26.93022296,185.8225795,0.160719105,FALSE,1.576072065,1.584245494
70.75726681,3/6/22 16:02,0,2.785229936,101.0920869,100,45.70481746,-72.64391137,11.06155211,994.735657,0,625.564,f250f8b8-190e-4cc8-8dfd-4a9ddaf16bd2,275.2978,31.75600927,186.967388,0.214398099,FALSE,1.754387158,1.767439064
76.43802131,3/6/22 16:02,0,3.337971137,106.6872252,99.9885559,45.70483732,-72.64390433,13.22159899,993.9861,0,626.564,f250f8b8-190e-4cc8-8dfd-4a9ddaf16bd2,275.3181,37.43675863,187.8416105,0.265937691,FALSE,1.930962014,1.949188846
82.95236852,3/6/22 16:02,0,2.49229449,112.9623922,99.6198,45.70486682,-72.64391523,16.46367335,993.150269,0,627.564,f250f8b8-190e-4cc8-8dfd-4a9ddaf16bd2,275.386017,43.9510986,188.8690736,0.331770885,FALSE,2.126152238,2.151881795
89.59422698,3/6/22 16:02,0,1.353029922,119.3312328,99.30248,45.70489095,-72.64392988,19.13194077,992.28656,0,628.564,f250f8b8-190e-4cc8-8dfd-4a9ddaf16bd2,275.555054,50.59295102,190.0355043,0.414618909,FALSE,2.342929973,2.379333877
95.4547704,3/6/22 16:02,0,0.320999756,125.0961228,98.94188,45.70490182,-72.64394313,20.34108143,991.5477,0,629.564,f250f8b8-190e-4cc8-8dfd-4a9ddaf16bd2,275.63092,56.45349129,191.2406545,0.512106955,FALSE,2.576731995,2.627127958
100.1710414,3/6/22 16:02,0,-2.022303462,129.959846,98.73479,45.70490744,-72.64397322,20.9656252,990.9985,0,630.564,f250f8b8-190e-4cc8-8dfd-4a9ddaf16bd2,275.6207,61.16975879,192.4173179,0.621298717,FALSE,2.821761665,2.88935131
104.1983194,3/6/22 16:02,0,-6.132915333,134.3193779,98.730896,45.70492064,-72.644026,22.4328771,990.5802,0,631.564,f250f8b8-190e-4cc8-8dfd-4a9ddaf16bd2,275.5868,65.19702782,193.5721452,0.742933363,FALSE,3.077463914,3.165870201
108.6557773,3/6/22 16:02,0,-9.923134074,138.874295,99.03198,45.70494748,-72.64407467,25.4151569,990.0328,0,632.564,f250f8b8-190e-4cc8-8dfd-4a9ddaf16bd2,275.632629,69.65446959,194.6946142,0.87689825,FALSE,3.343817853,3.456887093
