Station ID   Parameter	         Flag   BeginDate    BeginTime   EndDate      EndTime  DQRID
# this is a comment
C2           T2m_AVG             B      02/15/2005   2250        02/15/2005   2330     D050224.1
C2           T5m_AVG             B      02/15/2005   2250        02/15/2005   2330     D050224.1
C2           DP2m_AVG            B      02/15/2005   2250        02/15/2005   2330     D050224.1
C2           DP5m_AVG            B      02/15/2005   2250        02/15/2005   2330     D050224.1
C2           RH2m_AVG            B      02/15/2005   2250        02/15/2005   2330     D050224.1
C2           RH5m_AVG            B      02/15/2005   2250        02/15/2005   2330     D050224.1
C2           WinSpeed_U_WVT      B      02/15/2005   2250        02/15/2005   2330     D050224.1
C2           WinDir_DU_WVT       B      02/15/2005   2250        02/15/2005   2330     D050224.1
C2           T2m_AVG             B      08/22/2005   1830        08/22/2005   1850     D050829.1
C2           T5m_AVG             B      08/22/2005   1830        08/22/2005   1850     D050829.1
C2           DP2m_AVG            B      08/22/2005   1830        08/22/2005   1850     D050829.1
C2           DP5m_AVG            B      08/22/2005   1830        08/22/2005   1850     D050829.1
C2           RH2m_AVG            B      08/22/2005   1830        08/22/2005   1850     D050829.1
C2           RH5m_AVG            B      08/22/2005   1830        08/22/2005   1850     D050829.1
C2           WinSpeed_U_WVT      B      08/22/2005   1830        08/22/2005   1850     D050829.1
C2           WinDir_DU_WVT       B      08/22/2005   1830        08/22/2005   1850     D050829.1
C1           T2M_AVG             D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           T10M_AVG            D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           T20M_AVG            D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           T40M_AVG            D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           DP2M_AVG            D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           DP10M_AVG           D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           DP20M_AVG           D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           DP40M_AVG           D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           RH2M_AVG            D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           RH10M_AVG           D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           RH20M_AVG           D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           RH40M_AVG           D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           WS2M_U_WVT          D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           WS10M_U_WVT         D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           WS20M_U_WVT         D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           WS40M_U_WVT         D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           WD2M_DU_WVT         D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           WD10M_DU_WVT        D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           WD20M_DU_WVT        D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           WD40M_DU_WVT        D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           CumSnow             D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           PcpRate             D      08/22/2005   1800        08/27/2005   0148     D050829.2
C1           CumSnow             D      09/05/2005   2221        09/06/2005   1918     D050906.1
C1           PcpRate             D      09/05/2005   2221        09/06/2005   1918     D050906.1
C1           WS2M_U_WVT          B      10/09/2005   1620        10/11/2005   0012     D051011.1
C1           WD2M_DU_WVT         B      10/09/2005   1620        10/11/2005   0012     D051011.1
C1           WD40M_DU_WVT        D      10/31/2003   0000        10/20/2005   1900     D051101.4
C1           WD20M_DU_WVT        D      10/31/2003   0000        10/20/2005   1900     D051101.4
C1           WD10M_DU_WVT        D      10/31/2003   0000        10/20/2005   1900     D051101.4
C1           WD2M_DU_WVT         D      10/31/2003   0000        10/20/2005   1900     D051101.4
C2           WinSpeed_U_WVT      D      02/19/2006   1900        02/20/2006   1627     D060223.2
C2           CumSnow             B      02/21/2006   1113        02/21/2006   2359     D060223.4
C2           PcpRate             B      02/21/2006   1113        02/21/2006   2359     D060223.4
C1           WS2M_U_WVT          D      02/19/2006   2010        02/20/2006   0934     D060224.1
C1           WS10M_U_WVT         D      01/02/2006   0500        01/06/2006   1745     D060323.1
C1           WS10M_U_WVT         D      01/14/2006   1202        01/23/2006   1140     D060323.1
C1           WS10M_U_WVT         D      01/09/2006   1030        01/13/2006   0402     D060323.2
C1           WS40M_U_WVT         D      01/10/2006   0600        01/13/2006   0402     D060323.3
C1           WS40M_U_WVT         D      01/26/2006   1602        01/27/2006   0516     D060323.3
C1           WS40M_U_WVT         D      02/03/2006   0020        02/05/2006   0540     D060323.3
C1           WS20M_U_WVT         D      01/12/2006   0812        01/13/2006   0402     D060323.4
C1           WS20M_U_WVT         D      02/03/2006   0115        02/03/2006   1603     D060323.4
C1           WD20M_DU_WVT        D      05/25/2006   0300        06/01/2006   0000     D060526.3
C2           PcpRate             B      08/21/2006   2228        08/21/2006   2329     D060913.3
C2           CumSnow             B      08/21/2006   2228        08/21/2006   2329     D060913.3
C2           PcpRate             B      08/22/2006   0233        08/22/2006   0301     D060913.3
C2           CumSnow             B      08/22/2006   0233        08/22/2006   0301     D060913.3
C2           PcpRate             B      08/23/2006   2214        08/23/2006   2219     D060913.3
C2           CumSnow             B      08/23/2006   2214        08/23/2006   2219     D060913.3
C2           PcpRate             B      08/24/2006   1617        08/24/2006   1628     D060913.3
C2           CumSnow             B      08/24/2006   1617        08/24/2006   1628     D060913.3
C2           PcpRate             B      08/25/2006   0257        08/25/2006   0309     D060913.3
C2           CumSnow             B      08/25/2006   0257        08/25/2006   0309     D060913.3
C2           PcpRate             B      09/01/2006   0158        09/01/2006   0331     D060913.3
C2           CumSnow             B      09/01/2006   0158        09/01/2006   0331     D060913.3
C2           WinSpeed_U_WVT      B      08/11/2006   1952        08/11/2006   2006     D060913.4
C2           WinDir_DU_WVT       B      08/11/2006   1952        08/11/2006   2006     D060913.4
C2           DP5m_AVG            B      08/11/2006   1952        08/11/2006   2006     D060913.4
C2           T5m_AVG             B      08/11/2006   1952        08/11/2006   2006     D060913.4
C2           T2m_AVG             B      08/11/2006   1952        08/11/2006   2006     D060913.4
C2           RH5m_AVG            B      08/11/2006   1952        08/11/2006   2006     D060913.4
C2           RH2m_AVG            B      08/11/2006   1952        08/11/2006   2006     D060913.4
